nr_model,seq_length,batch_size,hidden_size,num_layers,lr,dropout_prob,num_epochs,loss_function,data_inicial,data_final,mae,mse,rmse,dac
15,30,32,32,2,0.002,0.2,50,MSE,2025-11-07 23:17:10,2025-11-07 23:17:17,0.42180323600769043,0.38058432936668396,0.6169151663780212,0.5058823529411764
16,30,32,32,2,0.002,0.2,50,MAE,2025-11-07 23:17:17,2025-11-07 23:17:24,0.3535950183868408,0.27047207951545715,0.5200693011283875,0.49607843137254903
17,30,32,32,3,0.001,0.1,30,MSE,2025-11-07 23:17:24,2025-11-07 23:17:29,0.7886064052581787,1.3305851221084595,1.1535098552703857,0.5058823529411764
18,30,32,32,3,0.001,0.1,30,MAE,2025-11-07 23:17:29,2025-11-07 23:17:33,0.9476892352104187,1.531259536743164,1.2374407052993774,0.4980392156862745
19,30,32,32,3,0.001,0.1,50,MSE,2025-11-07 23:17:33,2025-11-07 23:17:41,0.888877809047699,1.4705984592437744,1.2126823663711548,0.503921568627451
20,30,32,32,3,0.001,0.1,50,MAE,2025-11-07 23:17:41,2025-11-07 23:17:49,0.7870578765869141,1.2723113298416138,1.1279678344726562,0.49019607843137253
21,30,32,32,3,0.001,0.2,30,MSE,2025-11-07 23:17:49,2025-11-07 23:17:54,0.7568836212158203,1.3312902450561523,1.153815507888794,0.5137254901960784
22,30,32,32,3,0.001,0.2,30,MAE,2025-11-07 23:17:54,2025-11-07 23:17:58,0.7707288861274719,1.1847786903381348,1.0884753465652466,0.5176470588235295
23,30,32,32,3,0.001,0.2,50,MSE,2025-11-07 23:17:58,2025-11-07 23:18:06,0.47978323698043823,0.6217424869537354,0.7885065078735352,0.5098039215686274
24,30,32,32,3,0.001,0.2,50,MAE,2025-11-07 23:18:06,2025-11-07 23:18:14,0.4595562815666199,0.4810028076171875,0.6935436725616455,0.5098039215686274
25,30,32,32,3,0.002,0.1,30,MSE,2025-11-07 23:18:14,2025-11-07 23:18:19,0.7557734847068787,1.0652177333831787,1.03209388256073,0.5019607843137255
26,30,32,32,3,0.002,0.1,30,MAE,2025-11-07 23:18:19,2025-11-07 23:18:23,0.6264880299568176,1.0562529563903809,1.0277416706085205,0.492156862745098
27,30,32,32,3,0.002,0.1,50,MSE,2025-11-07 23:18:23,2025-11-07 23:18:31,0.684448778629303,0.9809218645095825,0.9904149770736694,0.503921568627451
28,30,32,32,3,0.002,0.1,50,MAE,2025-11-07 23:18:31,2025-11-07 23:18:39,0.6997972130775452,1.1731597185134888,1.0831249952316284,0.49411764705882355
29,30,32,32,3,0.002,0.2,30,MSE,2025-11-07 23:18:39,2025-11-07 23:18:44,0.4041881263256073,0.392101526260376,0.626180112361908,0.5019607843137255
30,30,32,32,3,0.002,0.2,30,MAE,2025-11-07 23:18:44,2025-11-07 23:18:48,0.5330358743667603,0.7847476601600647,0.8858598470687866,0.5117647058823529
31,30,32,32,3,0.002,0.2,50,MSE,2025-11-07 23:18:48,2025-11-07 23:18:56,0.5747483968734741,0.7400493621826172,0.8602612018585205,0.5019607843137255
32,30,32,32,3,0.002,0.2,50,MAE,2025-11-07 23:18:56,2025-11-07 23:19:04,0.5536710023880005,0.8569537997245789,0.9257180094718933,0.5058823529411764
33,30,32,64,2,0.001,0.1,30,MSE,2025-11-07 23:19:04,2025-11-07 23:19:08,0.27416056394577026,0.13499152660369873,0.36741194128990173,0.5
34,30,32,64,2,0.001,0.1,30,MAE,2025-11-07 23:19:08,2025-11-07 23:19:12,0.34372466802597046,0.18328039348125458,0.42811259627342224,0.4980392156862745
35,30,32,64,2,0.001,0.1,50,MSE,2025-11-07 23:19:12,2025-11-07 23:19:19,0.3262024223804474,0.21341094374656677,0.4619642198085785,0.5058823529411764
36,30,32,64,2,0.001,0.1,50,MAE,2025-11-07 23:19:19,2025-11-07 23:19:26,0.6123801469802856,0.6669136881828308,0.8166478276252747,0.4980392156862745
37,30,32,64,2,0.001,0.2,30,MSE,2025-11-07 23:19:26,2025-11-07 23:19:30,0.37046825885772705,0.25169628858566284,0.5016934275627136,0.5019607843137255
38,30,32,64,2,0.001,0.2,30,MAE,2025-11-07 23:19:30,2025-11-07 23:19:34,0.33226722478866577,0.1786511093378067,0.4226714074611664,0.5019607843137255
39,30,32,64,2,0.001,0.2,50,MSE,2025-11-07 23:19:34,2025-11-07 23:19:41,0.3687700629234314,0.2639998197555542,0.5138091444969177,0.5019607843137255
40,30,32,64,2,0.001,0.2,50,MAE,2025-11-07 23:19:41,2025-11-07 23:19:48,0.3441259264945984,0.24247099459171295,0.4924134314060211,0.4843137254901961
41,30,32,64,2,0.002,0.1,30,MSE,2025-11-07 23:19:48,2025-11-07 23:19:52,0.45883679389953613,0.36904454231262207,0.6074903607368469,0.5
42,30,32,64,2,0.002,0.1,30,MAE,2025-11-07 23:19:52,2025-11-07 23:19:56,0.3445223867893219,0.2512721121311188,0.5012704730033875,0.492156862745098
43,30,32,64,2,0.002,0.1,50,MSE,2025-11-07 23:19:57,2025-11-07 23:20:04,0.37344861030578613,0.2653139531612396,0.5150863528251648,0.49607843137254903
44,30,32,64,2,0.002,0.1,50,MAE,2025-11-07 23:20:04,2025-11-07 23:20:11,0.34757012128829956,0.2501351833343506,0.5001351833343506,0.49411764705882355
45,30,32,64,2,0.002,0.2,30,MSE,2025-11-07 23:20:11,2025-11-07 23:20:15,0.3693771958351135,0.2616115212440491,0.5114797353744507,0.503921568627451
46,30,32,64,2,0.002,0.2,30,MAE,2025-11-07 23:20:15,2025-11-07 23:20:19,0.586520254611969,0.6235189437866211,0.7896321415901184,0.5117647058823529
47,30,32,64,2,0.002,0.2,50,MSE,2025-11-07 23:20:19,2025-11-07 23:20:26,0.31269171833992004,0.19354243576526642,0.4399345815181732,0.5078431372549019
48,30,32,64,2,0.002,0.2,50,MAE,2025-11-07 23:20:26,2025-11-07 23:20:33,0.5476124882698059,0.5549851059913635,0.7449732422828674,0.492156862745098
49,30,32,64,3,0.001,0.1,30,MSE,2025-11-07 23:20:33,2025-11-07 23:20:38,0.6513584852218628,0.6614557504653931,0.813299298286438,0.5058823529411764
50,30,32,64,3,0.001,0.1,30,MAE,2025-11-07 23:20:38,2025-11-07 23:20:43,0.6774797439575195,0.8795130252838135,0.9378235340118408,0.503921568627451
51,30,32,64,3,0.001,0.1,50,MSE,2025-11-07 23:20:43,2025-11-07 23:20:52,0.4824788570404053,0.47025901079177856,0.6857543587684631,0.503921568627451
52,30,32,64,3,0.001,0.1,50,MAE,2025-11-07 23:20:52,2025-11-07 23:21:00,0.5078476667404175,0.6196122765541077,0.7871545553207397,0.492156862745098
53,30,32,64,3,0.001,0.2,30,MSE,2025-11-07 23:21:00,2025-11-07 23:21:06,0.35172757506370544,0.2630664110183716,0.5128999948501587,0.49607843137254903
54,30,32,64,3,0.001,0.2,30,MAE,2025-11-07 23:21:06,2025-11-07 23:21:11,0.7084565758705139,0.951612114906311,0.975506067276001,0.492156862745098
55,30,32,64,3,0.001,0.2,50,MSE,2025-11-07 23:21:11,2025-11-07 23:21:19,0.5309767723083496,0.5052929520606995,0.7108396291732788,0.49019607843137253
56,30,32,64,3,0.001,0.2,50,MAE,2025-11-07 23:21:19,2025-11-07 23:21:28,0.5633368492126465,0.6719669103622437,0.8197358846664429,0.49607843137254903
57,30,32,64,3,0.002,0.1,30,MSE,2025-11-07 23:21:28,2025-11-07 23:21:33,0.345957487821579,0.2761603593826294,0.5255095958709717,0.503921568627451
58,30,32,64,3,0.002,0.1,30,MAE,2025-11-07 23:21:33,2025-11-07 23:21:38,0.3641853928565979,0.2712584137916565,0.5208247303962708,0.5058823529411764
59,30,32,64,3,0.002,0.1,50,MSE,2025-11-07 23:21:38,2025-11-07 23:21:46,0.6339525580406189,0.854873776435852,0.9245938658714294,0.49607843137254903
60,30,32,64,3,0.002,0.1,50,MAE,2025-11-07 23:21:46,2025-11-07 23:21:55,0.7726942896842957,1.2231966257095337,1.1059821844100952,0.492156862745098
61,30,32,64,3,0.002,0.2,30,MSE,2025-11-07 23:21:55,2025-11-07 23:22:00,0.44065240025520325,0.3651828467845917,0.6043035984039307,0.503921568627451
62,30,32,64,3,0.002,0.2,30,MAE,2025-11-07 23:22:00,2025-11-07 23:22:05,0.6032269597053528,0.7267000675201416,0.8524670600891113,0.49411764705882355
63,30,32,64,3,0.002,0.2,50,MSE,2025-11-07 23:22:05,2025-11-07 23:22:14,0.7291250824928284,0.9435796737670898,0.9713802933692932,0.48627450980392156
64,30,32,64,3,0.002,0.2,50,MAE,2025-11-07 23:22:14,2025-11-07 23:22:23,0.7246443033218384,1.0622797012329102,1.0306695699691772,0.4980392156862745
65,30,64,32,2,0.001,0.1,30,MSE,2025-11-07 23:22:23,2025-11-07 23:22:25,0.5779770016670227,0.6529580354690552,0.8080582022666931,0.492156862745098
66,30,64,32,2,0.001,0.1,30,MAE,2025-11-07 23:22:25,2025-11-07 23:22:27,0.48047974705696106,0.4889712929725647,0.6992648243904114,0.503921568627451
67,30,64,32,2,0.001,0.1,50,MSE,2025-11-07 23:22:27,2025-11-07 23:22:31,0.5504218339920044,0.5829213261604309,0.7634928226470947,0.5019607843137255
68,30,64,32,2,0.001,0.1,50,MAE,2025-11-07 23:22:31,2025-11-07 23:22:35,0.6074339151382446,0.7545284032821655,0.8686359524726868,0.5078431372549019
69,30,64,32,2,0.001,0.2,30,MSE,2025-11-07 23:22:35,2025-11-07 23:22:37,0.6833306550979614,0.9280555844306946,0.9633564352989197,0.5
70,30,64,32,2,0.001,0.2,30,MAE,2025-11-07 23:22:37,2025-11-07 23:22:40,0.5442053079605103,0.5899415612220764,0.7680765390396118,0.4980392156862745
71,30,64,32,2,0.001,0.2,50,MSE,2025-11-07 23:22:40,2025-11-07 23:22:44,0.5386019349098206,0.5592143535614014,0.7478063702583313,0.49019607843137253
72,30,64,32,2,0.001,0.2,50,MAE,2025-11-07 23:22:44,2025-11-07 23:22:48,0.31310778856277466,0.19844381511211395,0.44547033309936523,0.503921568627451
73,30,64,32,2,0.002,0.1,30,MSE,2025-11-07 23:22:48,2025-11-07 23:22:50,0.44633153080940247,0.4008386433124542,0.633118212223053,0.5078431372549019
74,30,64,32,2,0.002,0.1,30,MAE,2025-11-07 23:22:50,2025-11-07 23:22:52,0.418022096157074,0.38142630457878113,0.617597222328186,0.5098039215686274
75,30,64,32,2,0.002,0.1,50,MSE,2025-11-07 23:22:52,2025-11-07 23:22:56,0.4141462743282318,0.34422212839126587,0.5867044925689697,0.5078431372549019
76,30,64,32,2,0.002,0.1,50,MAE,2025-11-07 23:22:56,2025-11-07 23:23:00,0.5346401333808899,0.5285364389419556,0.727005124092102,0.5078431372549019
77,30,64,32,2,0.002,0.2,30,MSE,2025-11-07 23:23:00,2025-11-07 23:23:02,0.6003413200378418,0.6979687809944153,0.8354452848434448,0.48823529411764705
78,30,64,32,2,0.002,0.2,30,MAE,2025-11-07 23:23:02,2025-11-07 23:23:04,0.6252889037132263,0.8054898381233215,0.8974908590316772,0.5176470588235295
79,30,64,32,2,0.002,0.2,50,MSE,2025-11-07 23:23:05,2025-11-07 23:23:08,0.4349791407585144,0.40124449133872986,0.6334386467933655,0.5058823529411764
80,30,64,32,2,0.002,0.2,50,MAE,2025-11-07 23:23:08,2025-11-07 23:23:12,0.3883873224258423,0.3654159903526306,0.6044964790344238,0.5
81,30,64,32,3,0.001,0.1,30,MSE,2025-11-07 23:23:12,2025-11-07 23:23:15,0.5309014320373535,0.6621047854423523,0.8136982321739197,0.48627450980392156
82,30,64,32,3,0.001,0.1,30,MAE,2025-11-07 23:23:15,2025-11-07 23:23:17,0.5483876466751099,0.7060704827308655,0.8402799963951111,0.4980392156862745
83,30,64,32,3,0.001,0.1,50,MSE,2025-11-07 23:23:17,2025-11-07 23:23:22,0.5856574177742004,0.8351274132728577,0.9138530492782593,0.49411764705882355
84,30,64,32,3,0.001,0.1,50,MAE,2025-11-07 23:23:22,2025-11-07 23:23:26,0.6438159346580505,0.7730830907821655,0.8792514204978943,0.503921568627451
85,30,64,32,3,0.001,0.2,30,MSE,2025-11-07 23:23:26,2025-11-07 23:23:29,0.5874643325805664,0.7689841985702515,0.8769174218177795,0.48823529411764705
86,30,64,32,3,0.001,0.2,30,MAE,2025-11-07 23:23:29,2025-11-07 23:23:32,0.6386076807975769,0.9192980527877808,0.9588003158569336,0.4843137254901961
87,30,64,32,3,0.001,0.2,50,MSE,2025-11-07 23:23:32,2025-11-07 23:23:36,0.60683673620224,0.838752031326294,0.9158340692520142,0.492156862745098
88,30,64,32,3,0.001,0.2,50,MAE,2025-11-07 23:23:36,2025-11-07 23:23:41,0.758659303188324,1.147360920906067,1.0711493492126465,0.4980392156862745
89,30,64,32,3,0.002,0.1,30,MSE,2025-11-07 23:23:41,2025-11-07 23:23:43,0.6628673076629639,1.1395572423934937,1.0675004720687866,0.4980392156862745
90,30,64,32,3,0.002,0.1,30,MAE,2025-11-07 23:23:43,2025-11-07 23:23:46,0.4082719683647156,0.39848044514656067,0.6312530636787415,0.4980392156862745
91,30,64,32,3,0.002,0.1,50,MSE,2025-11-07 23:23:46,2025-11-07 23:23:50,0.5250293612480164,0.650687575340271,0.8066520690917969,0.4980392156862745
92,30,64,32,3,0.002,0.1,50,MAE,2025-11-07 23:23:50,2025-11-07 23:23:55,0.9592034220695496,1.625776767730713,1.275059461593628,0.48823529411764705
93,30,64,32,3,0.002,0.2,30,MSE,2025-11-07 23:23:55,2025-11-07 23:23:57,0.4305192232131958,0.4809742569923401,0.6935230493545532,0.5
94,30,64,32,3,0.002,0.2,30,MAE,2025-11-07 23:23:57,2025-11-07 23:24:00,0.6890411972999573,1.0705382823944092,1.034668207168579,0.5
95,30,64,32,3,0.002,0.2,50,MSE,2025-11-07 23:24:00,2025-11-07 23:24:04,0.4408343732357025,0.4336572587490082,0.658526599407196,0.49607843137254903
96,30,64,32,3,0.002,0.2,50,MAE,2025-11-07 23:24:04,2025-11-07 23:24:09,0.8812648057937622,1.307090401649475,1.1432805061340332,0.48823529411764705
97,30,64,64,2,0.001,0.1,30,MSE,2025-11-07 23:24:09,2025-11-07 23:24:11,0.4030217230319977,0.3056473433971405,0.5528538227081299,0.492156862745098
98,30,64,64,2,0.001,0.1,30,MAE,2025-11-07 23:24:11,2025-11-07 23:24:14,0.2796817421913147,0.1472594141960144,0.38374394178390503,0.503921568627451
99,30,64,64,2,0.001,0.1,50,MSE,2025-11-07 23:24:14,2025-11-07 23:24:19,0.35582688450813293,0.24918021261692047,0.49917954206466675,0.49411764705882355
100,30,64,64,2,0.001,0.1,50,MAE,2025-11-07 23:24:19,2025-11-07 23:24:23,0.3738569915294647,0.24799823760986328,0.49799421429634094,0.503921568627451
101,30,64,64,2,0.001,0.2,30,MSE,2025-11-07 23:24:24,2025-11-07 23:24:26,0.5122360587120056,0.5118055939674377,0.7154058814048767,0.48823529411764705
102,30,64,64,2,0.001,0.2,30,MAE,2025-11-07 23:24:26,2025-11-07 23:24:29,0.3877383768558502,0.26106807589530945,0.5109482407569885,0.5098039215686274
103,30,64,64,2,0.001,0.2,50,MSE,2025-11-07 23:24:29,2025-11-07 23:24:34,0.38460612297058105,0.2642862796783447,0.5140877962112427,0.5176470588235295
104,30,64,64,2,0.001,0.2,50,MAE,2025-11-07 23:24:34,2025-11-07 23:24:38,0.32139208912849426,0.2027972787618637,0.4503301978111267,0.503921568627451
105,30,64,64,2,0.002,0.1,30,MSE,2025-11-07 23:24:38,2025-11-07 23:24:41,0.30262860655784607,0.17045721411705017,0.41286465525627136,0.5117647058823529
106,30,64,64,2,0.002,0.1,30,MAE,2025-11-07 23:24:41,2025-11-07 23:24:44,0.37994879484176636,0.21858449280261993,0.46753019094467163,0.48627450980392156
107,30,64,64,2,0.002,0.1,50,MSE,2025-11-07 23:24:44,2025-11-07 23:24:49,0.28633272647857666,0.15323227643966675,0.3914489448070526,0.4980392156862745
108,30,64,64,2,0.002,0.1,50,MAE,2025-11-07 23:24:49,2025-11-07 23:24:53,0.3297272026538849,0.2142404168844223,0.4628611207008362,0.49411764705882355
109,30,64,64,2,0.002,0.2,30,MSE,2025-11-07 23:24:53,2025-11-07 23:24:56,0.35519295930862427,0.23706801235675812,0.4868963062763214,0.48823529411764705
110,30,64,64,2,0.002,0.2,30,MAE,2025-11-07 23:24:56,2025-11-07 23:24:59,0.44650769233703613,0.3800375759601593,0.6164718866348267,0.49607843137254903
111,30,64,64,2,0.002,0.2,50,MSE,2025-11-07 23:24:59,2025-11-07 23:25:04,0.4681330919265747,0.3748994767665863,0.6122903823852539,0.5196078431372549
112,30,64,64,2,0.002,0.2,50,MAE,2025-11-07 23:25:04,2025-11-07 23:25:08,0.3368481397628784,0.2340226173400879,0.4837588369846344,0.5117647058823529
113,30,64,64,3,0.001,0.1,30,MSE,2025-11-07 23:25:08,2025-11-07 23:25:12,0.468453973531723,0.48623451590538025,0.6973052024841309,0.49607843137254903
114,30,64,64,3,0.001,0.1,30,MAE,2025-11-07 23:25:12,2025-11-07 23:25:16,0.35275283455848694,0.2670666575431824,0.5167849063873291,0.5019607843137255
115,30,64,64,3,0.001,0.1,50,MSE,2025-11-07 23:25:16,2025-11-07 23:25:23,0.408430278301239,0.37696579098701477,0.6139754056930542,0.5176470588235295
116,30,64,64,3,0.001,0.1,50,MAE,2025-11-07 23:25:23,2025-11-07 23:25:30,0.6946993470191956,0.8327844142913818,0.9125702381134033,0.5019607843137255
117,30,64,64,3,0.001,0.2,30,MSE,2025-11-07 23:25:30,2025-11-07 23:25:34,0.4361650347709656,0.3932267725467682,0.6270779371261597,0.4823529411764706
118,30,64,64,3,0.001,0.2,30,MAE,2025-11-07 23:25:34,2025-11-07 23:25:38,0.4119214713573456,0.33039647340774536,0.5748012661933899,0.5
119,30,64,64,3,0.001,0.2,50,MSE,2025-11-07 23:25:38,2025-11-07 23:25:45,0.661628246307373,0.8391321301460266,0.9160415530204773,0.515686274509804
120,30,64,64,3,0.001,0.2,50,MAE,2025-11-07 23:25:45,2025-11-07 23:25:52,0.5717837810516357,0.7044975757598877,0.8393435478210449,0.49411764705882355
121,30,64,64,3,0.002,0.1,30,MSE,2025-11-07 23:25:52,2025-11-07 23:25:56,0.6686270236968994,0.7139277458190918,0.8449424505233765,0.492156862745098
122,30,64,64,3,0.002,0.1,30,MAE,2025-11-07 23:25:56,2025-11-07 23:26:00,0.345154732465744,0.2843853235244751,0.5332779288291931,0.49607843137254903
123,30,64,64,3,0.002,0.1,50,MSE,2025-11-07 23:26:00,2025-11-07 23:26:07,0.48412859439849854,0.5028827786445618,0.70914226770401,0.49607843137254903
124,30,64,64,3,0.002,0.1,50,MAE,2025-11-07 23:26:07,2025-11-07 23:26:14,0.6142301559448242,0.7638608813285828,0.8739913702011108,0.49411764705882355
125,30,64,64,3,0.002,0.2,30,MSE,2025-11-07 23:26:14,2025-11-07 23:26:18,0.44247397780418396,0.4013824462890625,0.6335474848747253,0.5098039215686274
126,30,64,64,3,0.002,0.2,30,MAE,2025-11-07 23:26:18,2025-11-07 23:26:22,0.6348009705543518,0.7687305212020874,0.8767727613449097,0.492156862745098
127,30,64,64,3,0.002,0.2,50,MSE,2025-11-07 23:26:22,2025-11-07 23:26:29,0.5545105934143066,0.5887457132339478,0.7672976851463318,0.5078431372549019
128,30,64,64,3,0.002,0.2,50,MAE,2025-11-07 23:26:29,2025-11-07 23:26:35,0.6148931980133057,0.6740628480911255,0.821013331413269,0.48823529411764705
129,45,32,32,2,0.001,0.1,30,MSE,2025-11-07 23:26:35,2025-11-07 23:26:40,0.35664770007133484,0.275789350271225,0.5251564979553223,0.5128205128205128
130,45,32,32,2,0.001,0.1,30,MAE,2025-11-07 23:26:40,2025-11-07 23:26:44,0.38278114795684814,0.29774385690689087,0.5456591248512268,0.5108481262327417
131,45,32,32,2,0.001,0.1,50,MSE,2025-11-07 23:26:44,2025-11-07 23:26:51,0.6029891967773438,0.673515260219574,0.820679783821106,0.5128205128205128
132,45,32,32,2,0.001,0.1,50,MAE,2025-11-07 23:26:51,2025-11-07 23:26:58,0.39108988642692566,0.3370817303657532,0.5805873870849609,0.4990138067061144
133,45,32,32,2,0.001,0.2,30,MSE,2025-11-07 23:26:58,2025-11-07 23:27:02,0.7029111385345459,0.846001386642456,0.919783353805542,0.514792899408284
134,45,32,32,2,0.001,0.2,30,MAE,2025-11-07 23:27:02,2025-11-07 23:27:07,0.34309980273246765,0.24933584034442902,0.4993354082107544,0.514792899408284
135,45,32,32,2,0.001,0.2,50,MSE,2025-11-07 23:27:07,2025-11-07 23:27:14,0.5466972589492798,0.6178498268127441,0.7860342264175415,0.5187376725838264
136,45,32,32,2,0.001,0.2,50,MAE,2025-11-07 23:27:14,2025-11-07 23:27:21,0.358239084482193,0.27067336440086365,0.5202627778053284,0.5069033530571992
137,45,32,32,2,0.002,0.1,30,MSE,2025-11-07 23:27:21,2025-11-07 23:27:25,0.36347585916519165,0.2828996181488037,0.5318830609321594,0.5128205128205128
138,45,32,32,2,0.002,0.1,30,MAE,2025-11-07 23:27:25,2025-11-07 23:27:29,0.6535953283309937,0.7333936095237732,0.8563840389251709,0.5029585798816568
139,45,32,32,2,0.002,0.1,50,MSE,2025-11-07 23:27:29,2025-11-07 23:27:36,0.46688127517700195,0.43972283601760864,0.6631159782409668,0.514792899408284
140,45,32,32,2,0.002,0.1,50,MAE,2025-11-07 23:27:36,2025-11-07 23:27:43,0.6304964423179626,0.7999528646469116,0.8944008350372314,0.5108481262327417
141,45,32,32,2,0.002,0.2,30,MSE,2025-11-07 23:27:43,2025-11-07 23:27:47,0.7251059412956238,0.9772135019302368,0.9885411262512207,0.5207100591715976
142,45,32,32,2,0.002,0.2,30,MAE,2025-11-07 23:27:47,2025-11-07 23:27:52,0.5548372268676758,0.6557741165161133,0.8097988367080688,0.4990138067061144
143,45,32,32,2,0.002,0.2,50,MSE,2025-11-07 23:27:52,2025-11-07 23:27:58,0.6868651509284973,0.8326956629753113,0.9125216007232666,0.5069033530571992
144,45,32,32,2,0.002,0.2,50,MAE,2025-11-07 23:27:59,2025-11-07 23:28:06,0.6869997382164001,0.8650352954864502,0.9300727248191833,0.504930966469428
145,45,32,32,3,0.001,0.1,30,MSE,2025-11-07 23:28:06,2025-11-07 23:28:10,0.9538289308547974,1.5041000843048096,1.2264175415039062,0.52465483234714
146,45,32,32,3,0.001,0.1,30,MAE,2025-11-07 23:28:10,2025-11-07 23:28:15,0.6013113856315613,0.8141258358955383,0.9022892117500305,0.4970414201183432
147,45,32,32,3,0.001,0.1,50,MSE,2025-11-07 23:28:15,2025-11-07 23:28:23,0.904575526714325,1.4360202550888062,1.198340654373169,0.5009861932938856
148,45,32,32,3,0.001,0.1,50,MAE,2025-11-07 23:28:23,2025-11-07 23:28:31,0.6376422047615051,1.0171880722045898,1.0085574388504028,0.4891518737672584
149,45,32,32,3,0.001,0.2,30,MSE,2025-11-07 23:28:31,2025-11-07 23:28:36,0.5248689651489258,0.7261632680892944,0.8521521687507629,0.4970414201183432
150,45,32,32,3,0.001,0.2,30,MAE,2025-11-07 23:28:36,2025-11-07 23:28:41,0.47111889719963074,0.5829655528068542,0.7635217905044556,0.514792899408284
151,45,32,32,3,0.001,0.2,50,MSE,2025-11-07 23:28:41,2025-11-07 23:28:49,0.7484980225563049,1.0529128313064575,1.0261154174804688,0.5029585798816568
152,45,32,32,3,0.001,0.2,50,MAE,2025-11-07 23:28:49,2025-11-07 23:28:57,0.8733996152877808,1.4347224235534668,1.1977989673614502,0.504930966469428
153,45,32,32,3,0.002,0.1,30,MSE,2025-11-07 23:28:57,2025-11-07 23:29:02,0.6302441358566284,0.8959664702415466,0.9465550780296326,0.514792899408284
154,45,32,32,3,0.002,0.1,30,MAE,2025-11-07 23:29:02,2025-11-07 23:29:07,0.53237384557724,0.8083351850509644,0.8990746140480042,0.504930966469428
155,45,32,32,3,0.002,0.1,50,MSE,2025-11-07 23:29:07,2025-11-07 23:29:15,0.6035402417182922,0.8970775604248047,0.9471417665481567,0.4970414201183432
156,45,32,32,3,0.002,0.1,50,MAE,2025-11-07 23:29:15,2025-11-07 23:29:23,0.7367497682571411,1.3239063024520874,1.1506112813949585,0.4990138067061144
157,45,32,32,3,0.002,0.2,30,MSE,2025-11-07 23:29:23,2025-11-07 23:29:28,0.618391752243042,0.8959328532218933,0.9465373158454895,0.4990138067061144
158,45,32,32,3,0.002,0.2,30,MAE,2025-11-07 23:29:28,2025-11-07 23:29:32,0.7593747973442078,1.2232635021209717,1.1060124635696411,0.5108481262327417
159,45,32,32,3,0.002,0.2,50,MSE,2025-11-07 23:29:33,2025-11-07 23:29:40,0.6698900461196899,1.051845908164978,1.0255954265594482,0.504930966469428
160,45,32,32,3,0.002,0.2,50,MAE,2025-11-07 23:29:40,2025-11-07 23:29:49,0.9109666347503662,1.5429505109786987,1.2421555519104004,0.5088757396449705
161,45,32,64,2,0.001,0.1,30,MSE,2025-11-07 23:29:49,2025-11-07 23:29:53,0.3251611292362213,0.19645744562149048,0.4432351887226105,0.5167652859960552
162,45,32,64,2,0.001,0.1,30,MAE,2025-11-07 23:29:53,2025-11-07 23:29:58,0.4218708574771881,0.3464663028717041,0.5886138677597046,0.504930966469428
