nr_model,seq_length,batch_size,hidden_size,num_layers,lr,dropout_prob,num_epochs,loss_function,data_inicial,data_final,mae,mse,rmse,dac
163,45,32,64,2,0.001,0.1,50,MSE,2025-11-07 23:29:58,2025-11-07 23:30:05,0.3813760578632355,0.2767865061759949,0.5261050462722778,0.5069033530571992
164,45,32,64,2,0.001,0.1,50,MAE,2025-11-07 23:30:05,2025-11-07 23:30:13,0.4244297444820404,0.3507559299468994,0.5922465324401855,0.5128205128205128
165,45,32,64,2,0.001,0.2,30,MSE,2025-11-07 23:30:13,2025-11-07 23:30:17,0.5213630199432373,0.46035605669021606,0.6784954071044922,0.5128205128205128
166,45,32,64,2,0.001,0.2,30,MAE,2025-11-07 23:30:17,2025-11-07 23:30:22,0.3251822590827942,0.18514077365398407,0.4302798807621002,0.4930966469428008
167,45,32,64,2,0.001,0.2,50,MSE,2025-11-07 23:30:22,2025-11-07 23:30:30,0.5303946733474731,0.46590518951416016,0.6825724840164185,0.5069033530571992
168,45,32,64,2,0.001,0.2,50,MAE,2025-11-07 23:30:30,2025-11-07 23:30:37,0.34815743565559387,0.25371965765953064,0.5037059187889099,0.49506903353057197
169,45,32,64,2,0.002,0.1,30,MSE,2025-11-07 23:30:37,2025-11-07 23:30:42,0.33935895562171936,0.22490867972373962,0.4742453694343567,0.504930966469428
170,45,32,64,2,0.002,0.1,30,MAE,2025-11-07 23:30:42,2025-11-07 23:30:46,0.32897618412971497,0.21280163526535034,0.46130427718162537,0.504930966469428
171,45,32,64,2,0.002,0.1,50,MSE,2025-11-07 23:30:46,2025-11-07 23:30:54,0.36074432730674744,0.26003119349479675,0.5099325180053711,0.5108481262327417
172,45,32,64,2,0.002,0.1,50,MAE,2025-11-07 23:30:54,2025-11-07 23:31:01,0.3234110474586487,0.21512465178966522,0.4638153314590454,0.4970414201183432
173,45,32,64,2,0.002,0.2,30,MSE,2025-11-07 23:31:02,2025-11-07 23:31:06,0.3338792622089386,0.203281968832016,0.45086801052093506,0.5088757396449705
174,45,32,64,2,0.002,0.2,30,MAE,2025-11-07 23:31:06,2025-11-07 23:31:11,0.39518406987190247,0.3193025290966034,0.5650686025619507,0.5088757396449705
175,45,32,64,2,0.002,0.2,50,MSE,2025-11-07 23:31:11,2025-11-07 23:31:18,0.42425844073295593,0.32468587160110474,0.5698121190071106,0.5128205128205128
176,45,32,64,2,0.002,0.2,50,MAE,2025-11-07 23:31:18,2025-11-07 23:31:26,0.5869780778884888,0.6265384554862976,0.7915418148040771,0.5009861932938856
177,45,32,64,3,0.001,0.1,30,MSE,2025-11-07 23:31:26,2025-11-07 23:31:33,0.5688167214393616,0.5430675148963928,0.7369311451911926,0.5069033530571992
178,45,32,64,3,0.001,0.1,30,MAE,2025-11-07 23:31:33,2025-11-07 23:31:39,0.320677250623703,0.22014695405960083,0.46919819712638855,0.4930966469428008
179,45,32,64,3,0.001,0.1,50,MSE,2025-11-07 23:31:39,2025-11-07 23:31:50,0.7106079459190369,0.8388504981994629,0.9158878326416016,0.49506903353057197
180,45,32,64,3,0.001,0.1,50,MAE,2025-11-07 23:31:50,2025-11-07 23:32:02,0.6422287225723267,0.8878691792488098,0.9422681331634521,0.49506903353057197
181,45,32,64,3,0.001,0.2,30,MSE,2025-11-07 23:32:02,2025-11-07 23:32:08,0.36023807525634766,0.30021679401397705,0.5479204058647156,0.5167652859960552
182,45,32,64,3,0.001,0.2,30,MAE,2025-11-07 23:32:08,2025-11-07 23:32:15,0.3381604850292206,0.25788596272468567,0.507824718952179,0.49506903353057197
183,45,32,64,3,0.001,0.2,50,MSE,2025-11-07 23:32:15,2025-11-07 23:32:26,0.5963689684867859,0.6786382794380188,0.8237950205802917,0.504930966469428
184,45,32,64,3,0.001,0.2,50,MAE,2025-11-07 23:32:26,2025-11-07 23:32:37,1.288244605064392,2.1516377925872803,1.466846227645874,0.4930966469428008
185,45,32,64,3,0.002,0.1,30,MSE,2025-11-07 23:32:37,2025-11-07 23:32:44,0.41865599155426025,0.389642596244812,0.6242135763168335,0.504930966469428
186,45,32,64,3,0.002,0.1,30,MAE,2025-11-07 23:32:44,2025-11-07 23:32:50,0.5271625518798828,0.6405620574951172,0.8003512024879456,0.5009861932938856
187,45,32,64,3,0.002,0.1,50,MSE,2025-11-07 23:32:51,2025-11-07 23:33:02,0.6043266654014587,0.7659621238708496,0.8751926422119141,0.5108481262327417
188,45,32,64,3,0.002,0.1,50,MAE,2025-11-07 23:33:02,2025-11-07 23:33:13,0.9252225756645203,1.723849892616272,1.3129546642303467,0.4970414201183432
189,45,32,64,3,0.002,0.2,30,MSE,2025-11-07 23:33:13,2025-11-07 23:33:19,0.844698429107666,1.1704825162887573,1.0818884372711182,0.4990138067061144
190,45,32,64,3,0.002,0.2,30,MAE,2025-11-07 23:33:19,2025-11-07 23:33:26,1.0316212177276611,1.7587097883224487,1.3261635303497314,0.5009861932938856
191,45,32,64,3,0.002,0.2,50,MSE,2025-11-07 23:33:26,2025-11-07 23:33:37,0.5291767120361328,0.5560849905014038,0.745711088180542,0.504930966469428
192,45,32,64,3,0.002,0.2,50,MAE,2025-11-07 23:33:37,2025-11-07 23:33:48,1.2329721450805664,2.496152877807617,1.579921841621399,0.5069033530571992
193,45,64,32,2,0.001,0.1,30,MSE,2025-11-07 23:33:48,2025-11-07 23:33:51,0.7021029591560364,1.045458197593689,1.0224765539169312,0.4990138067061144
194,45,64,32,2,0.001,0.1,30,MAE,2025-11-07 23:33:51,2025-11-07 23:33:53,0.4498012065887451,0.44064268469810486,0.6638092398643494,0.4930966469428008
195,45,64,32,2,0.001,0.1,50,MSE,2025-11-07 23:33:53,2025-11-07 23:33:57,0.5726344585418701,0.6459673643112183,0.8037209510803223,0.5029585798816568
196,45,64,32,2,0.001,0.1,50,MAE,2025-11-07 23:33:57,2025-11-07 23:34:01,0.35272216796875,0.27481892704963684,0.5242317318916321,0.504930966469428
197,45,64,32,2,0.001,0.2,30,MSE,2025-11-07 23:34:01,2025-11-07 23:34:03,0.6698870062828064,0.7592659592628479,0.8713586926460266,0.4911242603550296
198,45,64,32,2,0.001,0.2,30,MAE,2025-11-07 23:34:03,2025-11-07 23:34:06,0.5675117373466492,0.6514735817909241,0.8071391582489014,0.49506903353057197
199,45,64,32,2,0.001,0.2,50,MSE,2025-11-07 23:34:06,2025-11-07 23:34:09,0.4480215311050415,0.4436612129211426,0.6660789847373962,0.4970414201183432
200,45,64,32,2,0.001,0.2,50,MAE,2025-11-07 23:34:09,2025-11-07 23:34:13,0.5982809066772461,0.7071364521980286,0.8409140706062317,0.5226824457593688
201,45,64,32,2,0.002,0.1,30,MSE,2025-11-07 23:34:13,2025-11-07 23:34:16,0.7425898909568787,1.0893207788467407,1.0437053442001343,0.49506903353057197
202,45,64,32,2,0.002,0.1,30,MAE,2025-11-07 23:34:16,2025-11-07 23:34:18,0.33647850155830383,0.23298580944538116,0.48268604278564453,0.5108481262327417
203,45,64,32,2,0.002,0.1,50,MSE,2025-11-07 23:34:18,2025-11-07 23:34:22,0.5866371989250183,0.634943962097168,0.7968336939811707,0.5128205128205128
204,45,64,32,2,0.002,0.1,50,MAE,2025-11-07 23:34:22,2025-11-07 23:34:26,0.4851211905479431,0.4765322506427765,0.6903131604194641,0.4970414201183432
205,45,64,32,2,0.002,0.2,30,MSE,2025-11-07 23:34:26,2025-11-07 23:34:28,0.510425865650177,0.5820662975311279,0.7629327178001404,0.4970414201183432
206,45,64,32,2,0.002,0.2,30,MAE,2025-11-07 23:34:28,2025-11-07 23:34:31,0.6727181077003479,0.8220428824424744,0.9066658020019531,0.5088757396449705
207,45,64,32,2,0.002,0.2,50,MSE,2025-11-07 23:34:31,2025-11-07 23:34:34,0.5465636849403381,0.5381693243980408,0.7336002588272095,0.5187376725838264
208,45,64,32,2,0.002,0.2,50,MAE,2025-11-07 23:34:34,2025-11-07 23:34:38,0.35298481583595276,0.27410373091697693,0.5235491394996643,0.4970414201183432
209,45,64,32,3,0.001,0.1,30,MSE,2025-11-07 23:34:38,2025-11-07 23:34:41,0.714289128780365,0.9373586773872375,0.9681728482246399,0.4930966469428008
210,45,64,32,3,0.001,0.1,30,MAE,2025-11-07 23:34:41,2025-11-07 23:34:44,0.5281448364257812,0.6835269927978516,0.8267568945884705,0.5187376725838264
211,45,64,32,3,0.001,0.1,50,MSE,2025-11-07 23:34:44,2025-11-07 23:34:48,0.7448825836181641,1.1320182085037231,1.0639634132385254,0.504930966469428
212,45,64,32,3,0.001,0.1,50,MAE,2025-11-07 23:34:48,2025-11-07 23:34:53,0.6037869453430176,0.8072565197944641,0.8984745740890503,0.5029585798816568
213,45,64,32,3,0.001,0.2,30,MSE,2025-11-07 23:34:53,2025-11-07 23:34:55,0.619347870349884,0.933576226234436,0.9662174582481384,0.514792899408284
214,45,64,32,3,0.001,0.2,30,MAE,2025-11-07 23:34:55,2025-11-07 23:34:58,0.7313188910484314,1.119450330734253,1.0580408573150635,0.4812623274161736
215,45,64,32,3,0.001,0.2,50,MSE,2025-11-07 23:34:58,2025-11-07 23:35:02,0.7286316752433777,1.1561998128890991,1.0752673149108887,0.5029585798816568
216,45,64,32,3,0.001,0.2,50,MAE,2025-11-07 23:35:02,2025-11-07 23:35:07,0.6447668671607971,0.8891956210136414,0.9429717063903809,0.5187376725838264
217,45,64,32,3,0.002,0.1,30,MSE,2025-11-07 23:35:07,2025-11-07 23:35:10,0.4279017150402069,0.4433532953262329,0.6658477783203125,0.4930966469428008
218,45,64,32,3,0.002,0.1,30,MAE,2025-11-07 23:35:10,2025-11-07 23:35:12,0.6391265392303467,0.8628188371658325,0.9288803935050964,0.504930966469428
219,45,64,32,3,0.002,0.1,50,MSE,2025-11-07 23:35:12,2025-11-07 23:35:17,0.6403594017028809,1.0334196090698242,1.0165724754333496,0.5187376725838264
220,45,64,32,3,0.002,0.1,50,MAE,2025-11-07 23:35:17,2025-11-07 23:35:21,0.6324232220649719,0.9903156757354736,0.9951460361480713,0.49506903353057197
221,45,64,32,3,0.002,0.2,30,MSE,2025-11-07 23:35:21,2025-11-07 23:35:24,0.5452744960784912,0.7443089485168457,0.8627334237098694,0.504930966469428
222,45,64,32,3,0.002,0.2,30,MAE,2025-11-07 23:35:24,2025-11-07 23:35:27,1.0528959035873413,1.9152227640151978,1.3839157819747925,0.5108481262327417
223,45,64,32,3,0.002,0.2,50,MSE,2025-11-07 23:35:27,2025-11-07 23:35:31,0.5975839495658875,0.8964563608169556,0.9468138217926025,0.5108481262327417
224,45,64,32,3,0.002,0.2,50,MAE,2025-11-07 23:35:31,2025-11-07 23:35:35,0.5604178309440613,0.7244689464569092,0.8511574268341064,0.5167652859960552
225,45,64,64,2,0.001,0.1,30,MSE,2025-11-07 23:35:35,2025-11-07 23:35:39,0.5202283263206482,0.5245630741119385,0.7242672443389893,0.4891518737672584
226,45,64,64,2,0.001,0.1,30,MAE,2025-11-07 23:35:39,2025-11-07 23:35:43,0.3335147798061371,0.19187170267105103,0.4380316138267517,0.4970414201183432
227,45,64,64,2,0.001,0.1,50,MSE,2025-11-07 23:35:43,2025-11-07 23:35:49,0.4481920301914215,0.34071049094200134,0.5837041139602661,0.4970414201183432
228,45,64,64,2,0.001,0.1,50,MAE,2025-11-07 23:35:49,2025-11-07 23:35:56,0.45505979657173157,0.3988606333732605,0.631554126739502,0.4970414201183432
229,45,64,64,2,0.001,0.2,30,MSE,2025-11-07 23:35:56,2025-11-07 23:36:00,0.37644925713539124,0.27287960052490234,0.5223788022994995,0.4832347140039448
230,45,64,64,2,0.001,0.2,30,MAE,2025-11-07 23:36:00,2025-11-07 23:36:03,0.37448006868362427,0.2647820711135864,0.5145698189735413,0.4990138067061144
231,45,64,64,2,0.001,0.2,50,MSE,2025-11-07 23:36:03,2025-11-07 23:36:10,0.5896506309509277,0.5986540913581848,0.7737274169921875,0.5088757396449705
232,45,64,64,2,0.001,0.2,50,MAE,2025-11-07 23:36:10,2025-11-07 23:36:16,0.31584540009498596,0.18832223117351532,0.43396109342575073,0.5128205128205128
233,45,64,64,2,0.002,0.1,30,MSE,2025-11-07 23:36:16,2025-11-07 23:36:20,0.33114588260650635,0.2045930027961731,0.45231959223747253,0.4930966469428008
234,45,64,64,2,0.002,0.1,30,MAE,2025-11-07 23:36:20,2025-11-07 23:36:24,0.37779703736305237,0.2727415859699249,0.5222466588020325,0.5128205128205128
235,45,64,64,2,0.002,0.1,50,MSE,2025-11-07 23:36:24,2025-11-07 23:36:30,0.29921451210975647,0.16403141617774963,0.405007928609848,0.5069033530571992
236,45,64,64,2,0.002,0.1,50,MAE,2025-11-07 23:36:30,2025-11-07 23:36:36,0.5056547522544861,0.4697917401790619,0.6854135394096375,0.4990138067061144
237,45,64,64,2,0.002,0.2,30,MSE,2025-11-07 23:36:36,2025-11-07 23:36:40,0.4318750202655792,0.31458839774131775,0.5608817934989929,0.5088757396449705
238,45,64,64,2,0.002,0.2,30,MAE,2025-11-07 23:36:40,2025-11-07 23:36:44,0.29149329662323,0.1578880250453949,0.3973512649536133,0.4990138067061144
239,45,64,64,2,0.002,0.2,50,MSE,2025-11-07 23:36:44,2025-11-07 23:36:50,0.27837592363357544,0.13633869588375092,0.3692407011985779,0.4970414201183432
240,45,64,64,2,0.002,0.2,50,MAE,2025-11-07 23:36:50,2025-11-07 23:36:57,0.7771807909011841,0.9040356874465942,0.9508079290390015,0.5009861932938856
241,45,64,64,3,0.001,0.1,30,MSE,2025-11-07 23:36:57,2025-11-07 23:37:02,0.5304469466209412,0.5909998416900635,0.7687651515007019,0.48520710059171596
242,45,64,64,3,0.001,0.1,30,MAE,2025-11-07 23:37:02,2025-11-07 23:37:08,0.3195439577102661,0.20245210826396942,0.449946790933609,0.5029585798816568
243,45,64,64,3,0.001,0.1,50,MSE,2025-11-07 23:37:08,2025-11-07 23:37:17,0.4159773886203766,0.3371487557888031,0.5806451439857483,0.5128205128205128
244,45,64,64,3,0.001,0.1,50,MAE,2025-11-07 23:37:17,2025-11-07 23:37:26,0.537395715713501,0.5483594536781311,0.7405129671096802,0.504930966469428
245,45,64,64,3,0.001,0.2,30,MSE,2025-11-07 23:37:26,2025-11-07 23:37:31,0.4500451982021332,0.34687650203704834,0.588962197303772,0.4832347140039448
246,45,64,64,3,0.001,0.2,30,MAE,2025-11-07 23:37:32,2025-11-07 23:37:37,0.3358452320098877,0.20646563172340393,0.4543848931789398,0.504930966469428
247,45,64,64,3,0.001,0.2,50,MSE,2025-11-07 23:37:37,2025-11-07 23:37:46,0.3790695369243622,0.2976475954055786,0.5455709099769592,0.5069033530571992
248,45,64,64,3,0.001,0.2,50,MAE,2025-11-07 23:37:46,2025-11-07 23:37:55,0.40986698865890503,0.4110040068626404,0.6410959362983704,0.49506903353057197
249,45,64,64,3,0.002,0.1,30,MSE,2025-11-07 23:37:55,2025-11-07 23:38:01,0.6893216967582703,0.8127543330192566,0.9015288949012756,0.4970414201183432
250,45,64,64,3,0.002,0.1,30,MAE,2025-11-07 23:38:01,2025-11-07 23:38:06,0.4208114743232727,0.40257641673088074,0.634489119052887,0.4970414201183432
251,45,64,64,3,0.002,0.1,50,MSE,2025-11-07 23:38:06,2025-11-07 23:38:16,0.521390438079834,0.5498319268226624,0.7415065169334412,0.5009861932938856
252,45,64,64,3,0.002,0.1,50,MAE,2025-11-07 23:38:16,2025-11-07 23:38:25,0.5825821161270142,0.6545031070709229,0.8090136647224426,0.4990138067061144
253,45,64,64,3,0.002,0.2,30,MSE,2025-11-07 23:38:25,2025-11-07 23:38:30,0.3777523636817932,0.31563881039619446,0.5618174076080322,0.5187376725838264
254,45,64,64,3,0.002,0.2,30,MAE,2025-11-07 23:38:30,2025-11-07 23:38:36,0.4767201840877533,0.49586933851242065,0.7041798830032349,0.5088757396449705
255,45,64,64,3,0.002,0.2,50,MSE,2025-11-07 23:38:36,2025-11-07 23:38:45,0.379866361618042,0.32954052090644836,0.5740562081336975,0.49506903353057197
256,45,64,64,3,0.002,0.2,50,MAE,2025-11-07 23:38:45,2025-11-07 23:38:54,0.6067400574684143,0.800173282623291,0.8945240378379822,0.4930966469428008
