nr_model,seq_length,batch_size,hidden_size,num_layers,lr,dropout_prob,num_epochs,loss_function,data_inicial,data_final,mae,mse,rmse,dac
12,30,32,32,2,0.002,0.1,50,MAE,2025-11-07 22:53:54,2025-11-07 22:54:01,0.37278372049331665,0.599004328250885,0.7739536762237549,0.8082191780821918
13,30,32,32,2,0.002,0.2,30,MSE,2025-11-07 22:54:01,2025-11-07 22:54:05,0.36963003873825073,0.535915195941925,0.7320622801780701,0.7847358121330724
14,30,32,32,2,0.002,0.2,30,MAE,2025-11-07 22:54:05,2025-11-07 22:54:10,0.4320477247238159,0.6523099541664124,0.8076570630073547,0.7984344422700587
15,30,32,32,2,0.002,0.2,50,MSE,2025-11-07 22:54:10,2025-11-07 22:54:16,0.3069090247154236,0.30000269412994385,0.5477250218391418,0.7964774951076321
16,30,32,32,2,0.002,0.2,50,MAE,2025-11-07 22:54:16,2025-11-07 22:54:23,0.6301705241203308,1.2699470520019531,1.1269192695617676,0.7964774951076321
17,30,32,32,3,0.001,0.1,30,MSE,2025-11-07 22:54:23,2025-11-07 22:54:28,0.582153856754303,1.1723626852035522,1.0827569961547852,0.7592954990215264
18,30,32,32,3,0.001,0.1,30,MAE,2025-11-07 22:54:28,2025-11-07 22:54:33,0.5966838598251343,1.0603141784667969,1.0297155380249023,0.776908023483366
19,30,32,32,3,0.001,0.1,50,MSE,2025-11-07 22:54:33,2025-11-07 22:54:40,0.6154038906097412,1.3454093933105469,1.1599178314208984,0.7964774951076321
20,30,32,32,3,0.001,0.1,50,MAE,2025-11-07 22:54:40,2025-11-07 22:54:48,0.6865510940551758,1.4409327507019043,1.2003885507583618,0.7808219178082192
21,30,32,32,3,0.001,0.2,30,MSE,2025-11-07 22:54:48,2025-11-07 22:54:53,0.4768940210342407,0.8446655869483948,0.9190568923950195,0.7651663405088063
22,30,32,32,3,0.001,0.2,30,MAE,2025-11-07 22:54:53,2025-11-07 22:54:58,0.806489109992981,1.625291109085083,1.2748690843582153,0.776908023483366
23,30,32,32,3,0.001,0.2,50,MSE,2025-11-07 22:54:58,2025-11-07 22:55:06,0.4383170008659363,0.7018930912017822,0.8377906084060669,0.7886497064579256
24,30,32,32,3,0.001,0.2,50,MAE,2025-11-07 22:55:06,2025-11-07 22:55:13,0.607550323009491,1.2963612079620361,1.1385785341262817,0.7945205479452054
25,30,32,32,3,0.002,0.1,30,MSE,2025-11-07 22:55:13,2025-11-07 22:55:18,0.5837156176567078,0.9492951035499573,0.9743177890777588,0.7945205479452054
26,30,32,32,3,0.002,0.1,30,MAE,2025-11-07 22:55:18,2025-11-07 22:55:23,0.8585637807846069,1.8845102787017822,1.3727747201919556,0.7964774951076321
27,30,32,32,3,0.002,0.1,50,MSE,2025-11-07 22:55:23,2025-11-07 22:55:30,0.6028762459754944,1.4754385948181152,1.2146763801574707,0.7886497064579256
28,30,32,32,3,0.002,0.1,50,MAE,2025-11-07 22:55:30,2025-11-07 22:55:38,0.8281972408294678,1.8121120929718018,1.3461471796035767,0.8003913894324853
29,30,32,32,3,0.002,0.2,30,MSE,2025-11-07 22:55:38,2025-11-07 22:55:43,0.5293166637420654,1.1329697370529175,1.0644105672836304,0.8003913894324853
30,30,32,32,3,0.002,0.2,30,MAE,2025-11-07 22:55:43,2025-11-07 22:55:48,0.7563738822937012,1.5341960191726685,1.2386267185211182,0.7925636007827789
31,30,32,32,3,0.002,0.2,50,MSE,2025-11-07 22:55:48,2025-11-07 22:55:55,1.1860116720199585,3.1748900413513184,1.7818220853805542,0.7925636007827789
32,30,32,32,3,0.002,0.2,50,MAE,2025-11-07 22:55:55,2025-11-07 22:56:03,0.8410366177558899,2.2718865871429443,1.5072778463363647,0.7964774951076321
33,30,32,64,2,0.001,0.1,30,MSE,2025-11-07 22:56:03,2025-11-07 22:56:08,0.21661722660064697,0.11921302229166031,0.34527239203453064,0.7925636007827789
34,30,32,64,2,0.001,0.1,30,MAE,2025-11-07 22:56:08,2025-11-07 22:56:12,0.351797878742218,0.28465980291366577,0.5335351824760437,0.7847358121330724
35,30,32,64,2,0.001,0.1,50,MSE,2025-11-07 22:56:12,2025-11-07 22:56:18,0.3451468348503113,0.2593458890914917,0.5092601180076599,0.8023483365949119
36,30,32,64,2,0.001,0.1,50,MAE,2025-11-07 22:56:18,2025-11-07 22:56:25,0.2158859372138977,0.18021580576896667,0.42451831698417664,0.8082191780821918
37,30,32,64,2,0.001,0.2,30,MSE,2025-11-07 22:56:25,2025-11-07 22:56:29,0.17706727981567383,0.0872497633099556,0.29538071155548096,0.7984344422700587
38,30,32,64,2,0.001,0.2,30,MAE,2025-11-07 22:56:29,2025-11-07 22:56:34,0.2145482301712036,0.14977508783340454,0.38700786232948303,0.7945205479452054
39,30,32,64,2,0.001,0.2,50,MSE,2025-11-07 22:56:34,2025-11-07 22:56:41,0.1465051770210266,0.0460306853055954,0.21454763412475586,0.8062622309197651
40,30,32,64,2,0.001,0.2,50,MAE,2025-11-07 22:56:41,2025-11-07 22:56:48,0.23074749112129211,0.150312602519989,0.38770169019699097,0.8101761252446184
41,30,32,64,2,0.002,0.1,30,MSE,2025-11-07 22:56:48,2025-11-07 22:56:52,0.18393084406852722,0.06449782848358154,0.25396421551704407,0.7906066536203522
42,30,32,64,2,0.002,0.1,30,MAE,2025-11-07 22:56:52,2025-11-07 22:56:56,0.3267269432544708,0.28711989521980286,0.5358356833457947,0.8082191780821918
43,30,32,64,2,0.002,0.1,50,MSE,2025-11-07 22:56:56,2025-11-07 22:57:03,0.22956815361976624,0.07714604586362839,0.27775177359580994,0.8023483365949119
44,30,32,64,2,0.002,0.1,50,MAE,2025-11-07 22:57:03,2025-11-07 22:57:10,0.3058759868144989,0.37339797616004944,0.6110630035400391,0.7984344422700587
45,30,32,64,2,0.002,0.2,30,MSE,2025-11-07 22:57:10,2025-11-07 22:57:14,0.3261260986328125,0.19521333277225494,0.44182953238487244,0.8023483365949119
46,30,32,64,2,0.002,0.2,30,MAE,2025-11-07 22:57:14,2025-11-07 22:57:18,0.41988715529441833,0.4655921161174774,0.6823431253433228,0.8101761252446184
47,30,32,64,2,0.002,0.2,50,MSE,2025-11-07 22:57:18,2025-11-07 22:57:25,0.3589932322502136,0.4247491955757141,0.6517278552055359,0.8003913894324853
48,30,32,64,2,0.002,0.2,50,MAE,2025-11-07 22:57:25,2025-11-07 22:57:33,0.4396743178367615,0.7343505620956421,0.8569425940513611,0.8062622309197651
49,30,32,64,3,0.001,0.1,30,MSE,2025-11-07 22:57:33,2025-11-07 22:57:38,0.2483939677476883,0.26453474164009094,0.5143294334411621,0.7729941291585127
50,30,32,64,3,0.001,0.1,30,MAE,2025-11-07 22:57:38,2025-11-07 22:57:43,0.4573565721511841,0.6263082027435303,0.7913963794708252,0.7906066536203522
51,30,32,64,3,0.001,0.1,50,MSE,2025-11-07 22:57:43,2025-11-07 22:57:51,0.3426264226436615,0.5252447128295898,0.7247377038002014,0.7729941291585127
52,30,32,64,3,0.001,0.1,50,MAE,2025-11-07 22:57:51,2025-11-07 22:58:00,0.48301416635513306,0.6458982825279236,0.8036779761314392,0.8023483365949119
53,30,32,64,3,0.001,0.2,30,MSE,2025-11-07 22:58:00,2025-11-07 22:58:05,0.20543357729911804,0.16201886534690857,0.4025156795978546,0.8003913894324853
54,30,32,64,3,0.001,0.2,30,MAE,2025-11-07 22:58:05,2025-11-07 22:58:10,0.24292558431625366,0.2521537244319916,0.5021491050720215,0.7886497064579256
55,30,32,64,3,0.001,0.2,50,MSE,2025-11-07 22:58:10,2025-11-07 22:58:18,0.42993927001953125,0.6571919918060303,0.8106737732887268,0.7945205479452054
56,30,32,64,3,0.001,0.2,50,MAE,2025-11-07 22:58:18,2025-11-07 22:58:27,0.4167114198207855,0.6859901547431946,0.828245222568512,0.7984344422700587
57,30,32,64,3,0.002,0.1,30,MSE,2025-11-07 22:58:27,2025-11-07 22:58:32,0.5379843711853027,0.7055169343948364,0.8399505615234375,0.7886497064579256
58,30,32,64,3,0.002,0.1,30,MAE,2025-11-07 22:58:32,2025-11-07 22:58:37,0.33315595984458923,0.4329265356063843,0.6579715013504028,0.8003913894324853
59,30,32,64,3,0.002,0.1,50,MSE,2025-11-07 22:58:37,2025-11-07 22:58:45,0.31109607219696045,0.3955124318599701,0.6288977861404419,0.8043052837573386
60,30,32,64,3,0.002,0.1,50,MAE,2025-11-07 22:58:45,2025-11-07 22:58:54,0.9632890224456787,2.0863635540008545,1.4444249868392944,0.8062622309197651
61,30,32,64,3,0.002,0.2,30,MSE,2025-11-07 22:58:54,2025-11-07 22:58:59,0.24110236763954163,0.23805221915245056,0.48790594935417175,0.8003913894324853
62,30,32,64,3,0.002,0.2,30,MAE,2025-11-07 22:58:59,2025-11-07 22:59:04,0.429204523563385,0.7122735381126404,0.8439629673957825,0.8062622309197651
63,30,32,64,3,0.002,0.2,50,MSE,2025-11-07 22:59:04,2025-11-07 22:59:13,0.49923843145370483,0.9404441714286804,0.9697650074958801,0.7886497064579256
64,30,32,64,3,0.002,0.2,50,MAE,2025-11-07 22:59:13,2025-11-07 22:59:21,0.6217033863067627,1.2972087860107422,1.1389507055282593,0.8003913894324853
65,30,64,32,2,0.001,0.1,30,MSE,2025-11-07 22:59:21,2025-11-07 22:59:24,0.5198845863342285,0.8701615929603577,0.9328245520591736,0.7064579256360078
66,30,64,32,2,0.001,0.1,30,MAE,2025-11-07 22:59:24,2025-11-07 22:59:26,0.6543935537338257,1.1087285280227661,1.052961826324463,0.7710371819960861
67,30,64,32,2,0.001,0.1,50,MSE,2025-11-07 22:59:26,2025-11-07 22:59:30,0.5656532645225525,0.8995176553726196,0.9484290480613708,0.7534246575342466
68,30,64,32,2,0.001,0.1,50,MAE,2025-11-07 22:59:30,2025-11-07 22:59:34,0.356033056974411,0.5307940244674683,0.7285560965538025,0.7925636007827789
69,30,64,32,2,0.001,0.2,30,MSE,2025-11-07 22:59:34,2025-11-07 22:59:36,0.5403366684913635,0.8928871154785156,0.9449270367622375,0.6908023483365949
70,30,64,32,2,0.001,0.2,30,MAE,2025-11-07 22:59:36,2025-11-07 22:59:38,0.5500849485397339,0.8464301824569702,0.9200164079666138,0.7592954990215264
71,30,64,32,2,0.001,0.2,50,MSE,2025-11-07 22:59:38,2025-11-07 22:59:42,0.6697890162467957,1.177882432937622,1.0853029489517212,0.7514677103718199
72,30,64,32,2,0.001,0.2,50,MAE,2025-11-07 22:59:42,2025-11-07 22:59:46,0.4971471130847931,0.8471614122390747,0.9204137325286865,0.7827788649706457
73,30,64,32,2,0.002,0.1,30,MSE,2025-11-07 22:59:46,2025-11-07 22:59:49,0.4155685305595398,0.6470600366592407,0.8044004440307617,0.7925636007827789
74,30,64,32,2,0.002,0.1,30,MAE,2025-11-07 22:59:49,2025-11-07 22:59:51,0.5072853565216064,0.6584746241569519,0.8114644885063171,0.7808219178082192
75,30,64,32,2,0.002,0.1,50,MSE,2025-11-07 22:59:51,2025-11-07 22:59:55,0.3370532691478729,0.42441534996032715,0.6514716744422913,0.7847358121330724
76,30,64,32,2,0.002,0.1,50,MAE,2025-11-07 22:59:55,2025-11-07 22:59:59,0.4663323163986206,0.6443772912025452,0.8027311563491821,0.8003913894324853
77,30,64,32,2,0.002,0.2,30,MSE,2025-11-07 22:59:59,2025-11-07 23:00:01,0.37054818868637085,0.4983813762664795,0.705961287021637,0.786692759295499
78,30,64,32,2,0.002,0.2,30,MAE,2025-11-07 23:00:01,2025-11-07 23:00:03,0.5917922258377075,0.9085469245910645,0.953177273273468,0.7749510763209393
79,30,64,32,2,0.002,0.2,50,MSE,2025-11-07 23:00:03,2025-11-07 23:00:07,0.2137071043252945,0.1778976321220398,0.4217791259288788,0.7945205479452054
80,30,64,32,2,0.002,0.2,50,MAE,2025-11-07 23:00:07,2025-11-07 23:00:11,0.5811002254486084,0.8253561854362488,0.9084911346435547,0.8062622309197651
81,30,64,32,3,0.001,0.1,30,MSE,2025-11-07 23:00:11,2025-11-07 23:00:14,0.5867468118667603,1.134203314781189,1.0649898052215576,0.6888454011741683
82,30,64,32,3,0.001,0.1,30,MAE,2025-11-07 23:00:14,2025-11-07 23:00:16,0.7637165784835815,1.7024563550949097,1.3047821521759033,0.7553816046966731
83,30,64,32,3,0.001,0.1,50,MSE,2025-11-07 23:00:16,2025-11-07 23:00:21,0.5803552865982056,1.1950318813323975,1.0931751728057861,0.7592954990215264
84,30,64,32,3,0.001,0.1,50,MAE,2025-11-07 23:00:21,2025-11-07 23:00:25,0.6316312551498413,1.1772693395614624,1.0850204229354858,0.7729941291585127
85,30,64,32,3,0.001,0.2,30,MSE,2025-11-07 23:00:25,2025-11-07 23:00:28,0.7429176568984985,1.5362005233764648,1.2394355535507202,0.6712328767123288
86,30,64,32,3,0.001,0.2,30,MAE,2025-11-07 23:00:28,2025-11-07 23:00:31,0.6960395574569702,1.3475078344345093,1.1608220338821411,0.7475538160469667
87,30,64,32,3,0.001,0.2,50,MSE,2025-11-07 23:00:31,2025-11-07 23:00:35,0.43998104333877563,0.7995039820671082,0.8941498398780823,0.7671232876712328
88,30,64,32,3,0.001,0.2,50,MAE,2025-11-07 23:00:35,2025-11-07 23:00:40,0.6895731687545776,1.3756314516067505,1.1728731393814087,0.7729941291585127
89,30,64,32,3,0.002,0.1,30,MSE,2025-11-07 23:00:40,2025-11-07 23:00:42,0.6211000084877014,1.144185185432434,1.0696659088134766,0.7710371819960861
90,30,64,32,3,0.002,0.1,30,MAE,2025-11-07 23:00:42,2025-11-07 23:00:45,0.547336220741272,1.0267953872680664,1.013309121131897,0.7690802348336595
91,30,64,32,3,0.002,0.1,50,MSE,2025-11-07 23:00:45,2025-11-07 23:00:49,0.3983990550041199,0.6342449188232422,0.796394944190979,0.7710371819960861
92,30,64,32,3,0.002,0.1,50,MAE,2025-11-07 23:00:49,2025-11-07 23:00:54,0.7979251146316528,1.6311384439468384,1.2771602869033813,0.7945205479452054
93,30,64,32,3,0.002,0.2,30,MSE,2025-11-07 23:00:54,2025-11-07 23:00:56,0.4989345073699951,0.9143650531768799,0.9562243819236755,0.7808219178082192
94,30,64,32,3,0.002,0.2,30,MAE,2025-11-07 23:00:56,2025-11-07 23:00:59,0.5602948665618896,1.157468318939209,1.0758570432662964,0.7788649706457925
95,30,64,32,3,0.002,0.2,50,MSE,2025-11-07 23:00:59,2025-11-07 23:01:03,0.5968524813652039,1.3018839359283447,1.1410013437271118,0.7886497064579256
96,30,64,32,3,0.002,0.2,50,MAE,2025-11-07 23:01:03,2025-11-07 23:01:08,0.7370218634605408,1.5368531942367554,1.239698886871338,0.8062622309197651
97,30,64,64,2,0.001,0.1,30,MSE,2025-11-07 23:01:08,2025-11-07 23:01:11,0.2605089545249939,0.21166816353797913,0.4600740969181061,0.7416829745596869
98,30,64,64,2,0.001,0.1,30,MAE,2025-11-07 23:01:11,2025-11-07 23:01:13,0.2307387888431549,0.16874083876609802,0.41078075766563416,0.8003913894324853
99,30,64,64,2,0.001,0.1,50,MSE,2025-11-07 23:01:13,2025-11-07 23:01:18,0.2699523866176605,0.19115446507930756,0.43721213936805725,0.7827788649706457
100,30,64,64,2,0.001,0.1,50,MAE,2025-11-07 23:01:18,2025-11-07 23:01:23,0.19618435204029083,0.13440543413162231,0.3666134774684906,0.8023483365949119
101,30,64,64,2,0.001,0.2,30,MSE,2025-11-07 23:01:23,2025-11-07 23:01:25,0.3116797208786011,0.25394925475120544,0.5039337873458862,0.735812133072407
102,30,64,64,2,0.001,0.2,30,MAE,2025-11-07 23:01:25,2025-11-07 23:01:28,0.36034053564071655,0.27500325441360474,0.5244075059890747,0.7729941291585127
103,30,64,64,2,0.001,0.2,50,MSE,2025-11-07 23:01:28,2025-11-07 23:01:33,0.3217587172985077,0.2376117706298828,0.4874543845653534,0.7729941291585127
104,30,64,64,2,0.001,0.2,50,MAE,2025-11-07 23:01:33,2025-11-07 23:01:37,0.2018197476863861,0.08884900063276291,0.29807549715042114,0.7964774951076321
105,30,64,64,2,0.002,0.1,30,MSE,2025-11-07 23:01:37,2025-11-07 23:01:40,0.28542664647102356,0.17766597867012024,0.4215044379234314,0.7788649706457925
106,30,64,64,2,0.002,0.1,30,MAE,2025-11-07 23:01:40,2025-11-07 23:01:43,0.2211059033870697,0.1714617908000946,0.4140794575214386,0.7906066536203522
107,30,64,64,2,0.002,0.1,50,MSE,2025-11-07 23:01:43,2025-11-07 23:01:48,0.1593887209892273,0.06372677534818649,0.2524416148662567,0.7945205479452054
108,30,64,64,2,0.002,0.1,50,MAE,2025-11-07 23:01:48,2025-11-07 23:01:52,0.42306357622146606,0.38129499554634094,0.6174908876419067,0.8082191780821918
109,30,64,64,2,0.002,0.2,30,MSE,2025-11-07 23:01:52,2025-11-07 23:01:55,0.19280073046684265,0.12969288229942322,0.3601289689540863,0.7906066536203522
110,30,64,64,2,0.002,0.2,30,MAE,2025-11-07 23:01:55,2025-11-07 23:01:58,0.26891565322875977,0.09990258514881134,0.3160737156867981,0.7925636007827789
111,30,64,64,2,0.002,0.2,50,MSE,2025-11-07 23:01:58,2025-11-07 23:02:02,0.16423620283603668,0.06666326522827148,0.2581923007965088,0.7847358121330724
112,30,64,64,2,0.002,0.2,50,MAE,2025-11-07 23:02:02,2025-11-07 23:02:07,0.5566493272781372,0.4967076778411865,0.7047749161720276,0.8062622309197651
113,30,64,64,3,0.001,0.1,30,MSE,2025-11-07 23:02:07,2025-11-07 23:02:11,0.6550397872924805,0.8908652067184448,0.9438565373420715,0.7514677103718199
114,30,64,64,3,0.001,0.1,30,MAE,2025-11-07 23:02:11,2025-11-07 23:02:15,0.3205453157424927,0.3758484721183777,0.6130648255348206,0.7788649706457925
115,30,64,64,3,0.001,0.1,50,MSE,2025-11-07 23:02:15,2025-11-07 23:02:22,0.44027894735336304,0.5094419717788696,0.713752031326294,0.7847358121330724
116,30,64,64,3,0.001,0.1,50,MAE,2025-11-07 23:02:22,2025-11-07 23:02:29,0.31123480200767517,0.3775733411312103,0.6144699454307556,0.8101761252446184
117,30,64,64,3,0.001,0.2,30,MSE,2025-11-07 23:02:29,2025-11-07 23:02:33,0.27557820081710815,0.26726189255714417,0.5169737935066223,0.7573385518590998
118,30,64,64,3,0.001,0.2,30,MAE,2025-11-07 23:02:33,2025-11-07 23:02:37,0.29551100730895996,0.2753191590309143,0.52470862865448,0.7749510763209393
119,30,64,64,3,0.001,0.2,50,MSE,2025-11-07 23:02:37,2025-11-07 23:02:44,0.5233811140060425,0.5564978122711182,0.7459878325462341,0.7847358121330724
120,30,64,64,3,0.001,0.2,50,MAE,2025-11-07 23:02:44,2025-11-07 23:02:51,0.3072403371334076,0.34235242009162903,0.5851088762283325,0.786692759295499
121,30,64,64,3,0.002,0.1,30,MSE,2025-11-07 23:02:51,2025-11-07 23:02:55,0.2855329215526581,0.25731098651885986,0.5072582960128784,0.7671232876712328
122,30,64,64,3,0.002,0.1,30,MAE,2025-11-07 23:02:55,2025-11-07 23:02:59,0.7138065099716187,1.0032551288604736,1.0016262531280518,0.8003913894324853
123,30,64,64,3,0.002,0.1,50,MSE,2025-11-07 23:02:59,2025-11-07 23:03:06,0.35677430033683777,0.5030838251113892,0.7092840075492859,0.7827788649706457
124,30,64,64,3,0.002,0.1,50,MAE,2025-11-07 23:03:06,2025-11-07 23:03:12,0.3260737359523773,0.4045858383178711,0.6360706090927124,0.8082191780821918
125,30,64,64,3,0.002,0.2,30,MSE,2025-11-07 23:03:12,2025-11-07 23:03:16,0.18057051301002502,0.10877526551485062,0.3298109471797943,0.7906066536203522
126,30,64,64,3,0.002,0.2,30,MAE,2025-11-07 23:03:16,2025-11-07 23:03:20,0.3924140930175781,0.49855348467826843,0.7060831785202026,0.7925636007827789
127,30,64,64,3,0.002,0.2,50,MSE,2025-11-07 23:03:21,2025-11-07 23:03:27,0.2250814139842987,0.15641382336616516,0.3954918682575226,0.8062622309197651
128,30,64,64,3,0.002,0.2,50,MAE,2025-11-07 23:03:27,2025-11-07 23:03:34,0.2876742482185364,0.34887605905532837,0.5906572937965393,0.8003913894324853
129,45,32,32,2,0.001,0.1,30,MSE,2025-11-07 23:03:34,2025-11-07 23:03:38,0.4370046555995941,0.610001802444458,0.7810261249542236,0.781496062992126
130,45,32,32,2,0.001,0.1,30,MAE,2025-11-07 23:03:38,2025-11-07 23:03:43,0.33494919538497925,0.4281670153141022,0.6543447375297546,0.7677165354330708
131,45,32,32,2,0.001,0.1,50,MSE,2025-11-07 23:03:43,2025-11-07 23:03:50,0.3268570899963379,0.4180629551410675,0.6465778946876526,0.7992125984251969
132,45,32,32,2,0.001,0.1,50,MAE,2025-11-07 23:03:50,2025-11-07 23:03:57,0.5612536668777466,0.8436250686645508,0.9184906482696533,0.7992125984251969
133,45,32,32,2,0.001,0.2,30,MSE,2025-11-07 23:03:57,2025-11-07 23:04:01,0.3618895709514618,0.45007383823394775,0.6708754301071167,0.7598425196850394
134,45,32,32,2,0.001,0.2,30,MAE,2025-11-07 23:04:01,2025-11-07 23:04:05,0.31407439708709717,0.3474928140640259,0.589485228061676,0.7834645669291339
135,45,32,32,2,0.001,0.2,50,MSE,2025-11-07 23:04:05,2025-11-07 23:04:12,0.31765010952949524,0.4453580379486084,0.667351484298706,0.7893700787401575
136,45,32,32,2,0.001,0.2,50,MAE,2025-11-07 23:04:12,2025-11-07 23:04:19,0.38265541195869446,0.473018079996109,0.6877630949020386,0.8051181102362205
137,45,32,32,2,0.002,0.1,30,MSE,2025-11-07 23:04:19,2025-11-07 23:04:23,0.34302619099617004,0.36931082606315613,0.6077094674110413,0.7933070866141733
138,45,32,32,2,0.002,0.1,30,MAE,2025-11-07 23:04:23,2025-11-07 23:04:28,0.291951984167099,0.32532036304473877,0.5703686475753784,0.8149606299212598
139,45,32,32,2,0.002,0.1,50,MSE,2025-11-07 23:04:28,2025-11-07 23:04:35,0.3766043782234192,0.5742209553718567,0.7577736973762512,0.8090551181102362
140,45,32,32,2,0.002,0.1,50,MAE,2025-11-07 23:04:35,2025-11-07 23:04:41,0.66085284948349,0.8846679925918579,0.9405679106712341,0.8070866141732284
141,45,32,32,2,0.002,0.2,30,MSE,2025-11-07 23:04:41,2025-11-07 23:04:46,0.30134204030036926,0.40237855911254883,0.6343331336975098,0.7775590551181102
142,45,32,32,2,0.002,0.2,30,MAE,2025-11-07 23:04:46,2025-11-07 23:04:50,0.4291779696941376,0.6379169821739197,0.7986970543861389,0.8031496062992126
143,45,32,32,2,0.002,0.2,50,MSE,2025-11-07 23:04:50,2025-11-07 23:04:57,0.3020963668823242,0.39148515462875366,0.6256877183914185,0.8031496062992126
144,45,32,32,2,0.002,0.2,50,MAE,2025-11-07 23:04:57,2025-11-07 23:05:04,0.4626442790031433,0.733163595199585,0.8562497496604919,0.8051181102362205
145,45,32,32,3,0.001,0.1,30,MSE,2025-11-07 23:05:04,2025-11-07 23:05:09,0.4717220366001129,0.8885321021080017,0.942619800567627,0.7677165354330708
146,45,32,32,3,0.001,0.1,30,MAE,2025-11-07 23:05:09,2025-11-07 23:05:13,0.4997413158416748,0.8586335182189941,0.9266247749328613,0.7736220472440944
147,45,32,32,3,0.001,0.1,50,MSE,2025-11-07 23:05:13,2025-11-07 23:05:21,0.8995571136474609,1.9930834770202637,1.4117660522460938,0.7755905511811023
148,45,32,32,3,0.001,0.1,50,MAE,2025-11-07 23:05:21,2025-11-07 23:05:29,0.5668466091156006,1.0667636394500732,1.0328425168991089,0.7854330708661418
149,45,32,32,3,0.001,0.2,30,MSE,2025-11-07 23:05:29,2025-11-07 23:05:34,0.5702296495437622,1.089234471321106,1.0436639785766602,0.7933070866141733
150,45,32,32,3,0.001,0.2,30,MAE,2025-11-07 23:05:34,2025-11-07 23:05:39,0.5010433793067932,0.9911588430404663,0.9955695867538452,0.7795275590551181
151,45,32,32,3,0.001,0.2,50,MSE,2025-11-07 23:05:39,2025-11-07 23:05:47,0.42752236127853394,0.7190617918968201,0.8479751348495483,0.7992125984251969
152,45,32,32,3,0.001,0.2,50,MAE,2025-11-07 23:05:47,2025-11-07 23:05:56,0.8535413146018982,1.9424140453338623,1.393705129623413,0.8011811023622047
153,45,32,32,3,0.002,0.1,30,MSE,2025-11-07 23:05:56,2025-11-07 23:06:00,0.7556188702583313,1.7483457326889038,1.322250247001648,0.7854330708661418
154,45,32,32,3,0.002,0.1,30,MAE,2025-11-07 23:06:00,2025-11-07 23:06:05,0.7160652279853821,1.399210810661316,1.1828824281692505,0.7913385826771654
155,45,32,32,3,0.002,0.1,50,MSE,2025-11-07 23:06:05,2025-11-07 23:06:13,0.7517830729484558,1.6431819200515747,1.2818665504455566,0.797244094488189
156,45,32,32,3,0.002,0.1,50,MAE,2025-11-07 23:06:13,2025-11-07 23:06:21,1.0797958374023438,2.5888164043426514,1.6089799404144287,0.8051181102362205
157,45,32,32,3,0.002,0.2,30,MSE,2025-11-07 23:06:21,2025-11-07 23:06:26,0.4401388466358185,0.8531721234321594,0.923673152923584,0.781496062992126
158,45,32,32,3,0.002,0.2,30,MAE,2025-11-07 23:06:26,2025-11-07 23:06:31,0.6752864718437195,1.584476351737976,1.25875985622406,0.8031496062992126
159,45,32,32,3,0.002,0.2,50,MSE,2025-11-07 23:06:31,2025-11-07 23:06:39,0.7505564093589783,1.8284934759140015,1.3522180318832397,0.7874015748031497
160,45,32,32,3,0.002,0.2,50,MAE,2025-11-07 23:06:39,2025-11-07 23:06:47,0.480551540851593,0.9604353904724121,0.9800180792808533,0.8031496062992126
161,45,32,64,2,0.001,0.1,30,MSE,2025-11-07 23:06:47,2025-11-07 23:06:52,0.20527665317058563,0.06826306134462357,0.26127201318740845,0.8031496062992126
