nr_model,seq_length,batch_size,hidden_size,num_layers,lr,dropout_prob,num_epochs,loss_function,data_inicial,data_final,dias_futuros,mae,mse,rmse,dac
155,45,32,64,3,0.002,0.1,50,MSE,2025-11-20 22:17:56,2025-11-20 22:18:07,1,0.3834758698940277,0.5048881769180298,0.710554838180542,0.8031496062992126
156,45,32,64,3,0.002,0.1,50,MAE,2025-11-20 22:18:07,2025-11-20 22:18:18,1,0.49711307883262634,0.9398278594017029,0.9694471955299377,0.8208661417322834
157,45,32,64,3,0.002,0.2,30,MSE,2025-11-20 22:18:18,2025-11-20 22:18:25,1,0.2509911060333252,0.14432671666145325,0.37990355491638184,0.797244094488189
158,45,32,64,3,0.002,0.2,30,MAE,2025-11-20 22:18:25,2025-11-20 22:18:32,1,0.35931065678596497,0.5272014737129211,0.726086437702179,0.8149606299212598
159,45,32,64,3,0.002,0.2,50,MSE,2025-11-20 22:18:32,2025-11-20 22:18:43,1,0.5903516411781311,0.9136900901794434,0.9558714032173157,0.8090551181102362
160,45,32,64,3,0.002,0.2,50,MAE,2025-11-20 22:18:43,2025-11-20 22:18:54,1,0.815212070941925,1.4793986082077026,1.2163052558898926,0.8070866141732284
161,45,32,128,2,0.001,0.1,30,MSE,2025-11-20 22:18:54,2025-11-20 22:19:13,1,0.2437100112438202,0.0894031971693039,0.2990036606788635,0.7992125984251969
162,45,32,128,2,0.001,0.1,30,MAE,2025-11-20 22:19:13,2025-11-20 22:19:32,1,0.1614604890346527,0.05087155103683472,0.22554722428321838,0.8031496062992126
163,45,32,128,2,0.001,0.1,50,MSE,2025-11-20 22:19:32,2025-11-20 22:20:03,1,0.2144976109266281,0.15010307729244232,0.38743138313293457,0.7933070866141733
164,45,32,128,2,0.001,0.1,50,MAE,2025-11-20 22:20:03,2025-11-20 22:20:34,1,0.14740630984306335,0.056597255170345306,0.23790177702903748,0.8169291338582677
165,45,32,128,2,0.001,0.2,30,MSE,2025-11-20 22:20:34,2025-11-20 22:20:52,1,0.2539246082305908,0.0883861556649208,0.2972981035709381,0.7913385826771654
166,45,32,128,2,0.001,0.2,30,MAE,2025-11-20 22:20:52,2025-11-20 22:21:11,1,0.16390496492385864,0.047572534531354904,0.2181112915277481,0.8090551181102362
167,45,32,128,2,0.001,0.2,50,MSE,2025-11-20 22:21:11,2025-11-20 22:21:42,1,0.14281068742275238,0.05189836025238037,0.22781211137771606,0.8188976377952756
168,45,32,128,2,0.001,0.2,50,MAE,2025-11-20 22:21:42,2025-11-20 22:22:13,1,0.16539175808429718,0.0703171044588089,0.2651737332344055,0.8110236220472441
169,45,32,128,2,0.002,0.1,30,MSE,2025-11-20 22:22:13,2025-11-20 22:22:32,1,0.12313446402549744,0.02920721285045147,0.17090117931365967,0.8031496062992126
170,45,32,128,2,0.002,0.1,30,MAE,2025-11-20 22:22:32,2025-11-20 22:22:51,1,0.22041383385658264,0.07436586916446686,0.27270105481147766,0.8070866141732284
171,45,32,128,2,0.002,0.1,50,MSE,2025-11-20 22:22:51,2025-11-20 22:23:22,1,0.28969916701316833,0.14466525614261627,0.3803488612174988,0.8169291338582677
172,45,32,128,2,0.002,0.1,50,MAE,2025-11-20 22:23:22,2025-11-20 22:23:53,1,0.4416959583759308,0.33284053206443787,0.5769233107566833,0.8149606299212598
173,45,32,128,2,0.002,0.2,30,MSE,2025-11-20 22:23:53,2025-11-20 22:24:11,1,0.12459681183099747,0.02924858033657074,0.17102216184139252,0.797244094488189
174,45,32,128,2,0.002,0.2,30,MAE,2025-11-20 22:24:11,2025-11-20 22:24:30,1,0.19480319321155548,0.09836528450250626,0.31363239884376526,0.8169291338582677
175,45,32,128,2,0.002,0.2,50,MSE,2025-11-20 22:24:30,2025-11-20 22:25:01,1,0.156991645693779,0.05290146544575691,0.23000319302082062,0.7933070866141733
176,45,32,128,2,0.002,0.2,50,MAE,2025-11-20 22:25:01,2025-11-20 22:25:32,1,0.3125234842300415,0.2044181227684021,0.45212623476982117,0.8090551181102362
177,45,32,128,3,0.001,0.1,30,MSE,2025-11-20 22:25:32,2025-11-20 22:26:00,1,0.18890970945358276,0.11641807109117508,0.34120091795921326,0.7893700787401575
178,45,32,128,3,0.001,0.1,30,MAE,2025-11-20 22:26:00,2025-11-20 22:26:28,1,0.4346064329147339,0.23637056350708008,0.48617956042289734,0.8011811023622047
179,45,32,128,3,0.001,0.1,50,MSE,2025-11-20 22:26:29,2025-11-20 22:27:15,1,0.21948355436325073,0.11462327092885971,0.3385605812072754,0.7992125984251969
180,45,32,128,3,0.001,0.1,50,MAE,2025-11-20 22:27:15,2025-11-20 22:28:02,1,0.5731016397476196,0.6755659580230713,0.8219282031059265,0.8149606299212598
181,45,32,128,3,0.001,0.2,30,MSE,2025-11-20 22:28:02,2025-11-20 22:28:30,1,0.24170462787151337,0.13605989515781403,0.36886298656463623,0.7874015748031497
182,45,32,128,3,0.001,0.2,30,MAE,2025-11-20 22:28:30,2025-11-20 22:28:58,1,0.683673620223999,0.7297055721282959,0.8542280793190002,0.8110236220472441
183,45,32,128,3,0.001,0.2,50,MSE,2025-11-20 22:28:59,2025-11-20 22:29:45,1,0.2659772038459778,0.2306566685438156,0.4802672863006592,0.8090551181102362
184,45,32,128,3,0.001,0.2,50,MAE,2025-11-20 22:29:45,2025-11-20 22:30:32,1,0.45847469568252563,0.5666901469230652,0.752788245677948,0.8149606299212598
185,45,32,128,3,0.002,0.1,30,MSE,2025-11-20 22:30:32,2025-11-20 22:31:00,1,0.35701578855514526,0.30115947127342224,0.5487799644470215,0.7992125984251969
186,45,32,128,3,0.002,0.1,30,MAE,2025-11-20 22:31:00,2025-11-20 22:31:28,1,0.4137653112411499,0.23604869842529297,0.48584842681884766,0.8287401574803149
187,45,32,128,3,0.002,0.1,50,MSE,2025-11-20 22:31:28,2025-11-20 22:32:15,1,0.3821600377559662,0.504274845123291,0.7101231217384338,0.7952755905511811
188,45,32,128,3,0.002,0.1,50,MAE,2025-11-20 22:32:15,2025-11-20 22:33:02,1,0.5703980326652527,0.9168168306350708,0.9575055241584778,0.8149606299212598
189,45,32,128,3,0.002,0.2,30,MSE,2025-11-20 22:33:02,2025-11-20 22:33:30,1,0.24396935105323792,0.177668035030365,0.4215068519115448,0.8070866141732284
190,45,32,128,3,0.002,0.2,30,MAE,2025-11-20 22:33:30,2025-11-20 22:33:58,1,0.20773476362228394,0.10446979850530624,0.32321786880493164,0.8011811023622047
191,45,32,128,3,0.002,0.2,50,MSE,2025-11-20 22:33:58,2025-11-20 22:34:45,1,0.29926660656929016,0.321505606174469,0.5670146346092224,0.7874015748031497
192,45,32,128,3,0.002,0.2,50,MAE,2025-11-20 22:34:45,2025-11-20 22:35:32,1,0.2781968414783478,0.3262440264225006,0.5711777806282043,0.7854330708661418
193,45,64,64,2,0.001,0.1,30,MSE,2025-11-20 22:35:32,2025-11-20 22:35:36,1,0.4926357865333557,0.5398131608963013,0.7347198128700256,0.7145669291338582
194,45,64,64,2,0.001,0.1,30,MAE,2025-11-20 22:35:36,2025-11-20 22:35:40,1,0.22836428880691528,0.18315653502941132,0.42796790599823,0.7696850393700787
195,45,64,64,2,0.001,0.1,50,MSE,2025-11-20 22:35:40,2025-11-20 22:35:46,1,0.36929765343666077,0.2252572923898697,0.4746127724647522,0.7952755905511811
196,45,64,64,2,0.001,0.1,50,MAE,2025-11-20 22:35:46,2025-11-20 22:35:52,1,0.21164265275001526,0.1361479014158249,0.3689822554588318,0.7893700787401575
197,45,64,64,2,0.001,0.2,30,MSE,2025-11-20 22:35:53,2025-11-20 22:35:56,1,0.37140142917633057,0.348278671503067,0.5901513695716858,0.7578740157480315
198,45,64,64,2,0.001,0.2,30,MAE,2025-11-20 22:35:56,2025-11-20 22:36:00,1,0.22484062612056732,0.1620263010263443,0.4025249183177948,0.7716535433070866
199,45,64,64,2,0.001,0.2,50,MSE,2025-11-20 22:36:00,2025-11-20 22:36:07,1,0.17282791435718536,0.09122245758771896,0.3020305633544922,0.781496062992126
200,45,64,64,2,0.001,0.2,50,MAE,2025-11-20 22:36:07,2025-11-20 22:36:13,1,0.21401728689670563,0.16818304359912872,0.4101012647151947,0.797244094488189
201,45,64,64,2,0.002,0.1,30,MSE,2025-11-20 22:36:13,2025-11-20 22:36:17,1,0.1915685385465622,0.12156820297241211,0.34866631031036377,0.7893700787401575
202,45,64,64,2,0.002,0.1,30,MAE,2025-11-20 22:36:17,2025-11-20 22:36:21,1,0.3639411926269531,0.3579271137714386,0.5982701182365417,0.8011811023622047
203,45,64,64,2,0.002,0.1,50,MSE,2025-11-20 22:36:21,2025-11-20 22:36:27,1,0.16538187861442566,0.06237029284238815,0.24974045157432556,0.797244094488189
204,45,64,64,2,0.002,0.1,50,MAE,2025-11-20 22:36:27,2025-11-20 22:36:34,1,0.22756007313728333,0.20524859428405762,0.45304369926452637,0.812992125984252
205,45,64,64,2,0.002,0.2,30,MSE,2025-11-20 22:36:34,2025-11-20 22:36:38,1,0.1834179311990738,0.10627272725105286,0.32599496841430664,0.781496062992126
206,45,64,64,2,0.002,0.2,30,MAE,2025-11-20 22:36:38,2025-11-20 22:36:42,1,0.2587820291519165,0.12263839691877365,0.3501976430416107,0.7933070866141733
207,45,64,64,2,0.002,0.2,50,MSE,2025-11-20 22:36:42,2025-11-20 22:36:48,1,0.1734321117401123,0.0758538693189621,0.2754158079624176,0.7992125984251969
208,45,64,64,2,0.002,0.2,50,MAE,2025-11-20 22:36:48,2025-11-20 22:36:55,1,0.17440351843833923,0.10796524584293365,0.3285806477069855,0.8070866141732284
209,45,64,64,3,0.001,0.1,30,MSE,2025-11-20 22:36:55,2025-11-20 22:37:00,1,0.521824836730957,0.6152114868164062,0.7843542098999023,0.765748031496063
210,45,64,64,3,0.001,0.1,30,MAE,2025-11-20 22:37:00,2025-11-20 22:37:06,1,0.2644426226615906,0.2814019024372101,0.5304732918739319,0.7755905511811023
211,45,64,64,3,0.001,0.1,50,MSE,2025-11-20 22:37:06,2025-11-20 22:37:15,1,0.31637808680534363,0.3250894844532013,0.5701661705970764,0.7795275590551181
212,45,64,64,3,0.001,0.1,50,MAE,2025-11-20 22:37:15,2025-11-20 22:37:25,1,0.4652641713619232,0.6295093894004822,0.7934162616729736,0.797244094488189
213,45,64,64,3,0.001,0.2,30,MSE,2025-11-20 22:37:25,2025-11-20 22:37:30,1,0.35738614201545715,0.3838679790496826,0.619570791721344,0.7519685039370079
214,45,64,64,3,0.001,0.2,30,MAE,2025-11-20 22:37:30,2025-11-20 22:37:36,1,0.3461642861366272,0.36739465594291687,0.6061308979988098,0.7637795275590551
215,45,64,64,3,0.001,0.2,50,MSE,2025-11-20 22:37:36,2025-11-20 22:37:45,1,0.40042924880981445,0.45212382078170776,0.6724015474319458,0.7933070866141733
216,45,64,64,3,0.001,0.2,50,MAE,2025-11-20 22:37:45,2025-11-20 22:37:55,1,0.4965239465236664,0.6147156357765198,0.7840380072593689,0.7913385826771654
217,45,64,64,3,0.002,0.1,30,MSE,2025-11-20 22:37:55,2025-11-20 22:38:00,1,0.5064274072647095,0.5111337304115295,0.7149361968040466,0.7854330708661418
218,45,64,64,3,0.002,0.1,30,MAE,2025-11-20 22:38:00,2025-11-20 22:38:06,1,0.49764958024024963,0.5885708928108215,0.7671837210655212,0.7952755905511811
219,45,64,64,3,0.002,0.1,50,MSE,2025-11-20 22:38:06,2025-11-20 22:38:15,1,0.33593523502349854,0.38590726256370544,0.6212143301963806,0.7913385826771654
220,45,64,64,3,0.002,0.1,50,MAE,2025-11-20 22:38:15,2025-11-20 22:38:25,1,0.31765100359916687,0.3894210755825043,0.6240361332893372,0.8011811023622047
221,45,64,64,3,0.002,0.2,30,MSE,2025-11-20 22:38:25,2025-11-20 22:38:30,1,0.4065910875797272,0.499371737241745,0.7066624164581299,0.781496062992126
222,45,64,64,3,0.002,0.2,30,MAE,2025-11-20 22:38:30,2025-11-20 22:38:36,1,0.31022635102272034,0.3867502212524414,0.6218924522399902,0.7854330708661418
223,45,64,64,3,0.002,0.2,50,MSE,2025-11-20 22:38:36,2025-11-20 22:38:45,1,0.19475197792053223,0.10602438449859619,0.3256138563156128,0.8070866141732284
224,45,64,64,3,0.002,0.2,50,MAE,2025-11-20 22:38:45,2025-11-20 22:38:54,1,0.5265567302703857,0.8638604283332825,0.9294409155845642,0.8090551181102362
225,45,64,128,2,0.001,0.1,30,MSE,2025-11-20 22:38:55,2025-11-20 22:39:12,1,0.17858104407787323,0.062391605228185654,0.24978311359882355,0.7677165354330708
226,45,64,128,2,0.001,0.1,30,MAE,2025-11-20 22:39:12,2025-11-20 22:39:30,1,0.16089922189712524,0.06918445229530334,0.2630293667316437,0.7913385826771654
227,45,64,128,2,0.001,0.1,50,MSE,2025-11-20 22:39:30,2025-11-20 22:40:00,1,0.23830309510231018,0.08724754303693771,0.2953769564628601,0.8011811023622047
228,45,64,128,2,0.001,0.1,50,MAE,2025-11-20 22:40:00,2025-11-20 22:40:29,1,0.4607970118522644,0.3162955343723297,0.5624015927314758,0.8070866141732284
229,45,64,128,2,0.001,0.2,30,MSE,2025-11-20 22:40:29,2025-11-20 22:40:47,1,0.3724501430988312,0.2125733494758606,0.46105676889419556,0.7755905511811023
230,45,64,128,2,0.001,0.2,30,MAE,2025-11-20 22:40:47,2025-11-20 22:41:05,1,0.26878613233566284,0.1508263647556305,0.38836368918418884,0.7913385826771654
231,45,64,128,2,0.001,0.2,50,MSE,2025-11-20 22:41:05,2025-11-20 22:41:34,1,0.14912697672843933,0.03787367790937424,0.19461160898208618,0.7992125984251969
232,45,64,128,2,0.001,0.2,50,MAE,2025-11-20 22:41:34,2025-11-20 22:42:04,1,0.26813805103302,0.131895050406456,0.36317357420921326,0.8051181102362205
233,45,64,128,2,0.002,0.1,30,MSE,2025-11-20 22:42:04,2025-11-20 22:42:22,1,0.14311571419239044,0.038802940398454666,0.19698461890220642,0.7913385826771654
234,45,64,128,2,0.002,0.1,30,MAE,2025-11-20 22:42:22,2025-11-20 22:42:39,1,0.3126876950263977,0.1967727541923523,0.44359076023101807,0.8011811023622047
235,45,64,128,2,0.002,0.1,50,MSE,2025-11-20 22:42:39,2025-11-20 22:43:09,1,0.17325246334075928,0.04934373125433922,0.22213448584079742,0.8188976377952756
236,45,64,128,2,0.002,0.1,50,MAE,2025-11-20 22:43:09,2025-11-20 22:43:38,1,0.13537751138210297,0.03573508933186531,0.1890372633934021,0.8070866141732284
237,45,64,128,2,0.002,0.2,30,MSE,2025-11-20 22:43:38,2025-11-20 22:43:56,1,0.13876618444919586,0.04303496330976486,0.20744870603084564,0.7952755905511811
238,45,64,128,2,0.002,0.2,30,MAE,2025-11-20 22:43:56,2025-11-20 22:44:14,1,0.1512245088815689,0.043904971331357956,0.2095351368188858,0.8051181102362205
239,45,64,128,2,0.002,0.2,50,MSE,2025-11-20 22:44:14,2025-11-20 22:44:43,1,0.2577437162399292,0.09235164523124695,0.30389413237571716,0.8090551181102362
240,45,64,128,2,0.002,0.2,50,MAE,2025-11-20 22:44:43,2025-11-20 22:45:13,1,0.15903033316135406,0.05602520704269409,0.23669645190238953,0.812992125984252
241,45,64,128,3,0.001,0.1,30,MSE,2025-11-20 22:45:13,2025-11-20 22:45:40,1,0.30998897552490234,0.2177450954914093,0.4666316509246826,0.7795275590551181
242,45,64,128,3,0.001,0.1,30,MAE,2025-11-20 22:45:40,2025-11-20 22:46:07,1,0.3042227625846863,0.24374593794345856,0.4937063157558441,0.7893700787401575
243,45,64,128,3,0.001,0.1,50,MSE,2025-11-20 22:46:07,2025-11-20 22:46:51,1,0.1431400626897812,0.04722389951348305,0.2173106074333191,0.8011811023622047
244,45,64,128,3,0.001,0.1,50,MAE,2025-11-20 22:46:51,2025-11-20 22:47:36,1,0.34112831950187683,0.2889743447303772,0.5375633239746094,0.8110236220472441
245,45,64,128,3,0.001,0.2,30,MSE,2025-11-20 22:47:36,2025-11-20 22:48:03,1,0.1909731924533844,0.08853445947170258,0.2975473999977112,0.7834645669291339
246,45,64,128,3,0.001,0.2,30,MAE,2025-11-20 22:48:03,2025-11-20 22:48:30,1,0.21882128715515137,0.16029497981071472,0.4003685414791107,0.7952755905511811
247,45,64,128,3,0.001,0.2,50,MSE,2025-11-20 22:48:30,2025-11-20 22:49:14,1,0.13893955945968628,0.04996965080499649,0.22353892028331757,0.797244094488189
248,45,64,128,3,0.001,0.2,50,MAE,2025-11-20 22:49:14,2025-11-20 22:49:59,1,0.2036387026309967,0.1505054533481598,0.3879503309726715,0.8110236220472441
249,45,64,128,3,0.002,0.1,30,MSE,2025-11-20 22:49:59,2025-11-20 22:50:26,1,0.15187746286392212,0.05742494761943817,0.23963503539562225,0.797244094488189
250,45,64,128,3,0.002,0.1,30,MAE,2025-11-20 22:50:26,2025-11-20 22:50:52,1,0.2966200113296509,0.24829962849617004,0.49829673767089844,0.8090551181102362
251,45,64,128,3,0.002,0.1,50,MSE,2025-11-20 22:50:53,2025-11-20 22:51:37,1,0.44127967953681946,0.38062208890914917,0.6169458031654358,0.8051181102362205
252,45,64,128,3,0.002,0.1,50,MAE,2025-11-20 22:51:37,2025-11-20 22:52:22,1,0.31599950790405273,0.2441551834344864,0.49412062764167786,0.8169291338582677
253,45,64,128,3,0.002,0.2,30,MSE,2025-11-20 22:52:22,2025-11-20 22:52:49,1,0.13999304175376892,0.04089516028761864,0.20222552120685577,0.7913385826771654
254,45,64,128,3,0.002,0.2,30,MAE,2025-11-20 22:52:49,2025-11-20 22:53:15,1,0.24509340524673462,0.1542227864265442,0.3927120864391327,0.8090551181102362
255,45,64,128,3,0.002,0.2,50,MSE,2025-11-20 22:53:16,2025-11-20 22:54:00,1,0.2331884652376175,0.07691548019647598,0.27733638882637024,0.8051181102362205
256,45,64,128,3,0.002,0.2,50,MAE,2025-11-20 22:54:00,2025-11-20 22:54:45,1,0.17883992195129395,0.09282224625349045,0.3046674430370331,0.812992125984252
